Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	miRNA Accession #	MirBase Name	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
hsa-miR-150	-	-	19	50004053	50004109	-	-	-	MI0000479	hsa-mir-150	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	2.094	-3.398	-3.453	-4.013	-3.687	-4.388	-0.988	-3.167	-1.251	-2.86	-1.189	1.248	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.618	-3.228	-2.259	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.354	-4.028	-3.07	-3.454	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.506	-3.496	-4.549	-3.162	-3.998
hsa-miR-150*	-	-	19	50004053	50004109	-	-	-	MI0000479	hsa-mir-150	-2.44	-2.493	-3.306	-0.485	-2.968	-1.651	-2.503	-2.67	-2.916	-2.427	-2.494	-2.512	-0.586	-1.487	-2.357	-3.609	-2.386	-2.416	0.641	-1.823	-1.38	-3.19	-0.812	-1.506	0.476	-2.322	-1.89	-2.48	-2.153	0.083	-1.886	-1.221	-2.941	-2.786	-2.891	-2.753	-3.018	-2.209	-2.242	-3.658	-3.534	-1.134	-3.77	-2.06	-3.07	-3.371	-3.362	-1.224	-3.045	-2.975	-2.813	-1.69	-3.462	-1.768	0.031	-1.69	-2.716	-1.953	-2	-0.918
hsa-miR-99b	-	-	19	52195872	52195893	-	-	-	MI0000746	hsa-mir-99b	2.151	1.574	1.102	1.264	2.088	0.425	0.665	1.768	1.198	2.124	1.17	-3.647	-0.85	0.844	1.376	1.625	-1.723	-0.353	-3.545	-3.167	0.496	-3.201	-2.905	-2.26	-4.257	0.021	0.119	-0.179	-0.117	-0.711	0.534	0.298	-0.298	-0.626	2.479	1.732	2.062	0.973	2.806	2.866	1.997	-0.153	0.758	0.957	2.747	2.531	1.152	0.302	1.98	0.699	1.912	-0.452	1.78	1.535	-0.354	0.178	2.079	0.232	1.319	0.258
hsa-let-7e	-	-	19	52196047	52196068	-	-	-	MI0000066	hsa-let-7e	3.83	3.358	2.883	2.235	2.843	1.962	2.883	3.451	3.05	3.941	2.573	-2.893	0.668	1.6	2.697	3.401	-0.023	0.588	-3.545	-1.92	1.94	-2.535	-2.905	-2.26	-3.795	2.151	2.278	2.132	2.263	1.278	2.016	1.144	2.37	2.146	3.963	3.547	4.142	3.597	3.81	4.121	3.814	0.52	2.282	1.689	3.777	4.443	3.055	1.996	4.591	3.22	3.988	1.05	3.703	3.444	1.444	1.486	3.913	1.967	3.514	1.716
hsa-let-7e*	-	-	19	52196047	52196068	-	-	-	MI0000066	hsa-let-7e	-3.85	-3.337	-4.281	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.336	-3.202	-3.647	-3.615	-3.299	-3.453	-3.959	-3.687	-4.388	-3.545	-3.167	-1.051	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.626	-2.607	-3.213	-3.36	-4.314	-3.228	-2.2	-2.747	-4.328	-3.303	-3.606	-3.144	-3.907	-4.241	-3.176	-3.097	-4.028	-3.023	-2.861	-3.785	-3.661	-3.045	-3.849	-3.358	-4.34	-3.62	-2.894	-3.962	-3.993	-3.496	-3.966	-3.162	-3.998
hsa-miR-125a-3p	-	-	19	52196522	52196581	-	-	-	MI0000469	hsa-mir-125a	-1.946	-2.005	-2.642	-0.127	-2.108	-1.008	-0.619	-1.755	-2.255	-1.348	-0.697	-2.344	-1.336	-1.155	-1.232	-2.166	-2.597	-1.59	0.646	-0.76	-1.372	-2.834	-0.686	-1.538	-0.332	-3.104	-0.675	-3.188	-2.392	-2.116	-2.765	-0.401	-2.712	-3.348	-1.328	-2.266	-1.638	-1.713	-1.115	-2.128	-2.676	-0.415	-3.774	-0.625	-1.746	-1.466	-2.632	-0.635	-1.446	-2.928	-1.923	-0.916	-2.179	-1.643	-0.179	-0.888	-1.674	-0.889	-1.968	-0.48
hsa-miR-125a-5p	-	-	19	52196522	52196581	-	-	-	MI0000469	hsa-mir-125a	2.047	1.944	1.296	1.226	2.107	0.579	1.896	2.279	1.625	2.48	1.363	-3.647	-0.66	0.484	1.622	1.399	-1.62	-0.241	-3.545	-3.167	1.835	-3.201	-2.905	-2.26	-4.257	0.273	1.203	0.111	0.628	-0.838	0.587	-0.317	0.804	0.693	2.485	1.722	2.335	1.912	2.529	2.348	1.934	-0.002	0.563	0.881	2.466	2.895	1.161	0.841	3.163	1.592	2.04	-0.07	2.078	2.402	0.486	0.459	2.231	0.844	1.704	0.642
hsa-miR-512-3p	-	-	19	54169984	54170005	-	-	-	MI0003140	hsa-mir-512-1	-4.002	-3.529	-1.722	-2.922	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.488	-3.167	-1.38	-3.201	-2.905	-2.26	-3.78	-3.345	-3.98	-2.385	-2.607	-3.213	-3.36	-3.226	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-2.896	-3.903	-3.417	-3.07	-3.454	-3.785	-2.486	-3.045	-3.929	-3.366	-3.764	-3.624	-2.894	-3.337	-4.513	-3.496	-4.306	-3.162	-3.779
hsa-miR-512-3p(2)	-	-	19	54172468	54172489	-	-	-	MI0003141	hsa-mir-512-2	-4.002	-3.529	-1.722	-2.922	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.488	-3.167	-1.38	-3.201	-2.905	-2.26	-3.78	-3.345	-3.98	-2.385	-2.607	-3.213	-3.36	-3.226	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-2.896	-3.903	-3.417	-3.07	-3.454	-3.785	-2.486	-3.045	-3.929	-3.366	-3.764	-3.624	-2.894	-3.337	-4.513	-3.496	-4.306	-3.162	-3.779
hsa-miR-498	-	-	19	54177485	54177507	-	-	-	MI0003142	hsa-mir-498	-3.965	-3.26	-2.603	-2.668	-3.29	-3.421	-2.914	-3.862	-4.26	-3.433	-3.202	-3.595	-3.307	-3.31	-3.403	-4.011	-3.687	-4.303	-1.565	-3.066	-1.288	-3.201	-2.837	-2.26	-2.911	-3.345	-3.327	-2.859	-2.607	-2.797	-3.15	-3.166	-3.228	-2.753	-2.877	-3.505	-3.497	-3.171	-4.156	-3.696	-4.285	-2.632	-3.518	-3.73	-3.07	-3.454	-3.785	-2.898	-3.045	-3.929	-3.211	-3.421	-3.525	-2.894	-2.809	-3.539	-3.496	-3.538	-3.162	-3.201
hsa-miR-519e*	-	-	19	54183208	54183229	-	-	-	MI0003145	hsa-mir-519e	-4.002	-3.529	-3.977	-3.476	-3.412	-3.101	-3.093	-3.862	-4.29	-3.629	-3.202	-3.522	-3.615	-3.398	-3.453	-4.03	-3.687	-4.098	-2.697	-3.061	-1.38	-3.201	-2.905	-2.26	-3.208	-3.345	-2.949	-3.673	-2.607	-3.213	-3.36	-4.159	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-3.717	-3.916	-4.285	-2.331	-3.903	-3.923	-3.07	-3.454	-3.785	-3.23	-3.004	-3.929	-3.366	-3.24	-3.624	-2.894	-2.341	-3.619	-3.496	-3.138	-3.116	-3.348
hsa-miR-517a	-	-	19	54215576	54215597	-	-	-	MI0003161	hsa-mir-517a	-4.002	-3.509	-1.028	-3.802	-3.412	-2.197	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-2.119	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-1.58	-2.607	-3.213	-3.36	-4.655	-3.228	-2.687	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.127	-3.176	-3.903	-4.028	-3.07	-2.16	-3.785	-0.693	-3.045	-1.393	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-2.433	-3.162	-3.998
hsa-miR-521	-	-	19	54219902	54219923	-	-	-	MI0003163	hsa-mir-521-2	-4.002	-2.429	-3.371	-3.802	-3.412	-1.115	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-0.68	-4.116	-3.687	-4.388	-3.545	-3.167	-0.834	-3.201	-2.766	-2.26	-4.257	-3.345	-3.98	-3.186	-2.607	-3.213	-3.207	-4.413	-3.228	-2.016	-2.781	-3.454	-3.497	-3.606	-4.374	-3.916	-2.652	-3.176	-3.096	-3.619	-0.51	0.439	-3.785	-0.252	-3.045	0.794	-3.366	-4.34	-3.624	-2.894	-3.962	-4.415	-3.496	-1.974	-3.162	-3.998
hsa-miR-518e*	-	-	19	54233108	54233129	-	-	-	MI0003169	hsa-mir-518e	-4.002	-3.529	-4.129	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.027	-3.201	-2.905	-1.96	-4.257	-3.098	-3.98	-3.197	-2.607	-2.816	-3.345	-4.655	-2.798	-3.136	-2.891	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.836	-4.028	-2.808	-2.488	-3.185	-3.661	-2.678	-3.389	-3.269	-4.34	-3.017	-2.661	-3.962	-4.513	-3.304	-4.549	-2.971	-3.998
hsa-miR-518a-3p	-	-	19	54234311	54234332	-	-	-	MI0003170	hsa-mir-518a-1	-4.002	-3.529	-3.575	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-0.931	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.088	-2.607	-3.213	-2.877	-4.655	-3.154	-2.237	-2.73	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.127	-4.028	-2.755	-2.963	-3.681	-3.661	-3.045	-3.372	-3.349	-4.34	-3.213	-2.894	-3.962	-4.513	-3.367	-4.549	-2.946	-3.998
hsa-miR-518a-3p(2)	-	-	19	54242640	54242661	-	-	-	MI0003173	hsa-mir-518a-2	-4.002	-3.529	-3.575	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-0.931	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.088	-2.607	-3.213	-2.877	-4.655	-3.154	-2.237	-2.73	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.127	-4.028	-2.755	-2.963	-3.681	-3.661	-3.045	-3.372	-3.349	-4.34	-3.213	-2.894	-3.962	-4.513	-3.367	-4.549	-2.946	-3.998
hsa-miR-517c	-	-	19	54244624	54244645	-	-	-	MI0003174	hsa-mir-517c	-4.002	-2.235	-2.13	-3.802	-3.412	-0.697	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-0.581	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-2.352	-2.607	-3.213	-3.36	-4.655	-3.228	-3.532	-2.891	-2.968	-3.497	-3.606	-4.374	-3.916	-2.013	-3.176	-3.903	-3.691	-0.376	0.988	-3.785	0.416	-2.495	1.878	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-1.552	-3.162	-3.998
hsa-miR-521(2)	-	-	19	54251944	54251965	-	-	-	MI0003176	hsa-mir-521-1	-4.002	-2.429	-3.371	-3.802	-3.412	-1.115	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-0.68	-4.116	-3.687	-4.388	-3.545	-3.167	-0.834	-3.201	-2.766	-2.26	-4.257	-3.345	-3.98	-3.186	-2.607	-3.213	-3.207	-4.413	-3.228	-2.016	-2.781	-3.454	-3.497	-3.606	-4.374	-3.916	-2.652	-3.176	-3.096	-3.619	-0.51	0.439	-3.785	-0.252	-3.045	0.794	-3.366	-4.34	-3.624	-2.894	-3.962	-4.415	-3.496	-1.974	-3.162	-3.998
hsa-miR-522	-	-	19	54254519	54254540	-	-	-	MI0003177	hsa-mir-522	-4.002	-3.181	-3.332	-3.802	-3.412	-1.464	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-1.589	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.196	-2.891	-3.936	-3.497	-3.606	-4.374	-3.916	-3.561	-3.176	-3.903	-4.028	-0.987	-0.127	-3.785	-0.176	-3.045	0.261	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-1.99	-3.162	-3.998
hsa-miR-519a	-	-	19	54255704	54255725	-	-	-	MI0003178	hsa-mir-519a-1	-4.002	-3.367	-2.988	-3.802	-3.412	-1.693	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-1.811	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.353	-2.891	-4.258	-3.497	-3.606	-4.374	-3.916	-3.627	-3.176	-3.903	-4.028	-2.869	-1.628	-3.785	-0.387	-3.045	-0.745	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-2.301	-3.162	-3.998
hsa-miR-516a-5p	-	-	19	54260011	54260033	-	-	-	MI0003180	hsa-mir-516a-1	-4.002	-3.529	-4.171	-3.123	-3.412	-2.698	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-2.747	-4.116	-3.687	-4.388	-2.087	-3.167	-1.38	-3.201	-2.905	-2.26	-3.705	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-3.802	-3.228	-3.532	-2.891	-4.25	-3.497	-3.606	-4.374	-3.916	-4.175	-3.176	-3.903	-3.942	-3.053	-2.112	-3.785	-1.123	-3.045	-0.789	-3.366	-4.34	-3.624	-2.894	-3.845	-4.513	-3.496	-2.797	-3.162	-3.998
hsa-miR-516a-5p(2)	-	-	19	54264403	54264425	-	-	-	MI0003181	hsa-mir-516a-2	-4.002	-3.529	-4.171	-3.123	-3.412	-2.698	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-2.747	-4.116	-3.687	-4.388	-2.087	-3.167	-1.38	-3.201	-2.905	-2.26	-3.705	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-3.802	-3.228	-3.532	-2.891	-4.25	-3.497	-3.606	-4.374	-3.916	-4.175	-3.176	-3.903	-3.942	-3.053	-2.112	-3.785	-1.123	-3.045	-0.789	-3.366	-4.34	-3.624	-2.894	-3.845	-4.513	-3.496	-2.797	-3.162	-3.998
hsa-miR-519a(2)	-	-	19	54265652	54265673	-	-	-	MI0003182	hsa-mir-519a-2	-4.002	-3.367	-2.988	-3.802	-3.412	-1.693	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-1.811	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.36	-4.655	-3.228	-3.353	-2.891	-4.258	-3.497	-3.606	-4.374	-3.916	-3.627	-3.176	-3.903	-4.028	-2.869	-1.628	-3.785	-0.387	-3.045	-0.745	-3.366	-4.34	-3.624	-2.894	-3.962	-4.513	-3.496	-2.301	-3.162	-3.998
hsa-miR-371-5p	-	-	19	54290935	54290954	-	-	-	MI0000779	hsa-mir-371	-2.132	-0.743	-2.628	-0.57	-1.779	-1.285	-1.235	-2.243	-2.191	-1.886	-1.051	-2.032	-0.464	-1.084	-0.898	-3.264	-2.485	-1.688	-0.071	-2.315	-1.275	-3.201	-1.22	-2.157	0.433	-1.864	-0.845	-2.809	-2.328	-0.554	-1.884	-1.577	-2.443	-2.629	-2.662	-3.139	-2.415	-2.014	-1.81	-3.135	-3.145	-0.753	-3.289	-1.459	-3.06	-2.393	-3.55	-0.14	-2.117	-2.182	-2.264	-1.298	-3.06	-2.27	-0.14	-1.091	-2.096	-0.832	-2.187	-0.654
hsa-miR-103(2)	-	-	20	3898189	3898211	-	-	-	MI0000108	hsa-mir-103-2	4.158	4.006	2.783	3	4.87	3.487	2.146	3.27	2.879	2.982	2.67	4.349	3.024	3.224	3.499	3.723	3.709	3.298	3.847	3.948	3.131	5.036	4.022	4.16	3.317	3.339	2.886	4.308	4.046	3.697	4.138	2.885	3.207	3.024	3.467	2.896	4.007	2.401	2.996	4.142	3.961	2.819	4.031	3.346	3.796	4.411	4.14	3.05	4.886	4.193	3.852	2.47	3.668	2.544	1.457	1.957	3.692	1.678	3.747	2.752
hsa-miR-663	-	-	20	26188878	26188899	-	-	-	MI0003672	hsa-mir-663	-3.128	-2.647	-4.093	-1.03	-3.412	-1.512	-2.99	-3.489	-3.382	-2.142	-2.7	-2.905	0.525	-1.42	-2.458	-3.111	-1.147	-2.805	-	-2.689	-1.262	-1.741	0.638	-0.176	-0.995	-2.818	-2.714	-3.017	-1.849	-1.297	-1.643	-1.631	-3.117	-3.035	-2.751	-2.587	-2.477	-1.509	-3.035	-2.565	-2.91	-1.737	-3.796	-2.83	-1.801	-2.654	-2.81	-1.372	-3.045	-0.713	-2.771	-2.805	-3.624	-2.239	-0.472	-2.901	-2.522	-3.009	-2.292	-2.642
hsa-miR-296-5p	-	-	20	57392715	57392735	-	-	-	MI0000747	hsa-mir-296	-3.004	-3.529	-4.187	-3.517	-2.89	-2.73	-3.093	-3.862	-4.306	-3.698	-3.035	-3.51	-3.615	-3.276	-3.453	-4.116	-3.687	-4.388	-3.427	-3.167	-1.38	-3.201	-2.895	-2.26	-3.869	-3.345	-3.794	-3.673	-2.607	-3.207	-3.36	-3.178	-3.195	-2.555	-2.891	-4.328	-3.497	-3.606	-3.834	-2.429	-4.285	-2.084	-3.656	-4.028	-3.07	-3.093	-3.785	-3.468	-3.045	-3.929	-3.366	-3.584	-3.624	-2.894	-3.736	-2.555	-3.496	-3.125	-3.059	-3.699
hsa-miR-99a	-	-	21	17911422	17911443	-	-	-	MI0000101	hsa-mir-99a	0.548	2.416	0.683	1.365	0.916	1.359	3.092	2.509	2.739	4.074	2.75	-3.647	-3.615	0.227	-3.453	-4.116	-3.687	-2.997	-3.545	-3.167	-1.38	-3.201	2.003	-2.26	2.953	-2.299	-0.647	2.299	0.92	0.774	1.171	1.65	0.919	-0.232	-1.869	-2.108	1.466	1.025	-1.1	0.807	-4.279	1.427	4.539	-4.028	4.734	2.216	-3.785	-1.05	0.314	1.378	1.755	-0.239	-2.401	3.007	-3.962	1.985	-3.496	1.268	0.066	0.554
hsa-let-7c	-	-	21	17912159	17912180	-	-	-	MI0000064	hsa-let-7c	2.836	2.701	4.059	2.979	1.265	3.524	4.421	3.756	4.023	5.086	4.108	2.228	2.94	1.688	3.994	2.677	2.597	2.349	0.417	1.811	-1.38	2.209	2.759	0.489	0.94	3.033	2.999	2.537	2.683	2.146	1.7	2.243	2.592	2.398	2.314	1.51	4.444	1.673	2.842	1.564	1.805	2.019	4.817	1.476	4.781	3.535	2.788	3.049	4.549	3.162	4.173	2.668	2.979	3.42	2.13	2.986	2.147	3.209	1.632	2.884
hsa-miR-125b(2)	-	-	21	17962574	17962595	-	-	-	MI0000470	hsa-mir-125b-2	0.392	5.455	5.116	3.918	0.739	5.532	5.677	4.326	4.162	5.285	4.768	-3.647	-3.615	4.209	-3.453	-4.116	-3.687	-0.222	-3.545	-3.167	-1.38	-3.201	1.482	-2.26	5.7	1.04	2.557	3.322	2.184	1.648	3.238	4.29	3.098	3.466	2.02	2.092	5.556	5.194	3.64	0.888	-1.033	2.666	4.629	-2.871	4.212	1.372	-0.376	0.477	3.76	2.44	5.73	2.579	1.927	3.38	0.668	3.38	0.929	3.989	-0.56	3.322
hsa-miR-125b-2*	-	-	21	17962574	17962595	-	-	-	MI0000470	hsa-mir-125b-2	-3.964	-3.529	-4.41	-1.881	-3.412	-3.437	-2.313	-2.694	-2.883	-1.203	-2.189	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.311	-3.167	-1.38	-3.201	-2.86	-2.26	-1.924	-3.345	-3.98	-3.621	-2.607	-3.213	-3.36	-2.925	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-4.374	-3.797	-4.285	-2.608	-0.796	-4.028	-1.226	-3.143	-3.785	-3.158	-3.045	-3.929	-3.366	-4.261	-3.624	-1.714	-2.76	-2.61	-3.496	-4.22	-3.162	-3.782
hsa-miR-155	-	-	21	26946296	26946318	-	-	-	MI0000681	hsa-mir-155	-4.002	-3.529	0.849	1.159	-3.412	1.862	1.584	0.739	1.06	-3.279	0.242	-3.647	-2.001	-3.398	-0.416	-4.043	0.039	-4.388	2.017	0.95	-1.38	2.79	-1.422	-2.26	3.293	0.484	1.823	-3.673	-2.607	-3.213	-3.36	-4.169	-0.212	0.469	-2.891	-4.328	0.106	1.341	-4.288	-3.178	-4.285	0.804	-3.903	-4.028	-1.952	-3.454	0.04	1.587	-0.398	1.152	-3.366	-1.309	3.012	0.569	1.358	1.691	3.261	-1.858	2.41	0.626
hsa-miR-185	-	-	22	20020677	20020698	-	-	-	MI0000482	hsa-mir-185	1.062	-0.247	0.686	-0.472	0.2	-0.487	0.535	0.388	-0.256	0.043	0.323	0.493	0.225	0.458	-0.133	1.588	0.024	-0.422	-0.725	2.201	3.328	1.54	-1.308	0.382	-1.505	2.56	1.63	1.742	2.556	2.061	1.144	1.105	2.243	1.826	0.611	1.668	-0.086	0.391	-1.316	0.218	1.184	-0.321	0.459	-0.267	0.099	0.976	0.873	-1.341	0.192	-0.978	-0.006	0.414	0.213	-0.012	-1.344	-1.358	0.45	0.394	-0.249	-0.809
hsa-miR-301b	-	-	22	22007315	22007337	-	-	-	MI0005568	hsa-mir-301b	-1.773	-2.511	-2.427	-3.721	-1.144	-2.196	-3.093	-3.862	-4.184	-3.242	-3.202	-3.302	-3.424	-1.909	-2.33	-2.483	-1.927	-3.079	-1.084	-2.932	-0.701	-0.239	-2.458	-2.1	-4.257	-3.012	-3.783	-3.538	-2.554	-3.213	-1.85	-2.363	-3.228	-3.532	-2.891	-1.679	-1.954	-3.552	-4.374	-2.716	-1.401	-3.176	-1.173	-2.188	-3.07	-2.303	-2.569	-3.623	-3.045	-2.437	-2.419	-3.8	-2.914	-2.894	-3.962	-4.513	-3.362	-4.024	-3.162	-3.998
hsa-miR-130b	-	-	22	22007606	22007665	-	-	-	MI0000748	hsa-mir-130b	0.947	1.454	1.526	0.106	1.012	1.743	0.601	0.57	0.349	1.505	1.222	1.093	1.371	0.734	1.329	0.515	2.146	0.888	2.419	0.832	4.438	4.31	0.852	2.547	-0.561	1.634	0.481	0.368	1.677	0.577	1.289	0.135	0.624	0.37	0.075	2.043	1.825	1.44	-2.015	0.072	1.211	-0.249	1.448	0.824	1.445	2.109	1.111	0.766	0.223	1.229	1.541	0.187	1.157	-0.156	-1.368	-1.192	1.179	0.379	0.638	-0.581
hsa-miR-130b*	-	-	22	22007606	22007665	-	-	-	MI0000748	hsa-mir-130b	-4.002	-3.529	-4.41	-3.802	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-2.543	-3.167	-0.994	-3.04	-2.905	-2.26	-4.257	-3.345	-3.98	-3.673	-2.607	-3.213	-3.281	-4.242	-3.228	-2.114	-2.872	-4.328	-3.497	-3.606	-4.374	-3.916	-4.285	-3.176	-3.202	-4.028	-3.07	-3.234	-3.785	-3.661	-3.045	-3.929	-3.366	-4.34	-3.624	-2.894	-3.962	-4.35	-3.496	-4.204	-3.162	-3.998
hsa-miR-650	-	-	22	23165286	23165306	-	-	-	MI0003665	hsa-mir-650	-4.002	-3.529	-4.41	-2.512	-3.412	-2.323	-2.491	-3.862	-4.306	-3.698	-2.721	-3.647	-3.615	-3.301	-3.396	-4.116	-3.687	-3.067	-2.183	-2.487	-1.38	-3.201	-2.905	-2.26	-1.794	-3.345	-1.97	-3.673	-2.607	-3.213	-3.36	-2.369	-3.228	-3.532	-2.891	-4.328	-3.497	-3.606	-3.151	-3.916	-4.285	-2.371	-3.903	-2.765	-3.07	-3.454	-3.785	-2.033	-3.045	-3.929	-3.366	-2.505	-3.624	-2.894	-1.926	-2.79	-3.496	-2.076	-3.162	-2.465
hsa-miR-33a	-	-	22	42296954	42296974	-	-	-	MI0000091	hsa-mir-33a	-2.019	-2.298	-2.188	-3.591	-1.532	-3.24	-3.093	-2.216	-3.324	-2.185	-3.191	-0.795	-2.315	-1.952	-1.404	-2.456	-1.344	-2.314	-1	-0.897	-1.38	0.142	-0.452	-2.147	-2.614	-3.286	-1.737	0.545	-2.347	-2.226	-3.224	-2.959	-1.322	-1.75	-2.767	-2.73	-1.686	-3.284	-4.018	-3.191	-2.246	-2.759	-2.4	-1.025	-3.07	-0.678	-1.928	-2.135	-1.917	-2.297	-2.482	-1.921	-2.308	-2.894	-3.2	-4.483	-3.369	-1.37	-2.798	-2.793
hsa-let-7a(3)	-	-	22	46508633	46508654	-	-	-	MI0000062	hsa-let-7a-3	5.782	6.806	6.369	5.26	5.961	6.133	6.469	6.02	6.15	6.752	5.986	5.285	5.539	5.013	6.133	5.718	5.594	4.456	4.139	5.568	3.255	6.693	5.338	5.158	5.387	6.053	5.214	5.511	5.996	5.355	5.225	5.207	6.089	6.114	5.878	5.033	7.241	6.347	5.347	4.962	5.329	4.291	5.603	4.494	5.437	5.846	5.852	5.053	7.504	5.805	7.772	4.998	6.048	5.539	4.022	4.808	5.504	5.358	5.831	4.867
hsa-let-7a*(2)	-	-	22	46508633	46508654	-	-	-	MI0000062	hsa-let-7a-3	-4.002	-3.529	-3.948	-3.802	-3.412	-3.489	-3.064	-3.862	-4.306	-3.383	-3.055	-3.647	-3.615	-3.398	-3.038	-4.116	-3.687	-4.204	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.345	-3.451	-3.673	-2.607	-3.213	-3.36	-4.566	-3.228	-3.085	-2.891	-4.328	-3.497	-3.606	-4.067	-3.916	-4.285	-3.176	-3.903	-3.748	-3.07	-3.454	-3.785	-3.574	-3.045	-3.929	-3.366	-3.874	-3.624	-2.894	-3.922	-3.842	-3.496	-2.969	-3.162	-3.498
