ROWNAME	Name	TissueType	DataSource	OncoTree1	OncoTree2	OncoTree3	OncoTree4
647	NCI-H1341	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
648	NCI-H1355	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
649	NCI-H1373	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
650	NCI-H1385	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
651	NCI-H1395	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
652	NCI-H1435	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
653	NCI-H1436	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
654	NCI-H1437	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
655	NCI-H146	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
656	NCI-H1563	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
657	NCI-H1568	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
658	NCI-H1573	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
659	NCI-H1581	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
660	NCI-H1618	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
661	NCI-H1623	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
662	NCI-H1648	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
663	NCI-H1650	lung: bronchioloalveolar_adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
664	NCI-H1651	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
665	NCI-H1666	lung: bronchioloalveolar_adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
666	NCI-H1693	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
667	NCI-H1694	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
668	NCI-H1703	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
669	NCI-H1734	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
670	NCI-H1755	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
671	NCI-H1781	lung: bronchioloalveolar_adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
672	NCI-H1792	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
673	NCI-H1793	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
674	NCI-H1836	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
675	NCI-H1838	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
676	NCI-H1869	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
677	NCI-H1876	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
678	NCI-H1915	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
679	NCI-H1930	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
680	NCI-H1944	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
681	NCI-H196	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
682	NCI-H1963	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
683	NCI-H1975	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
684	NCI-H2009	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
685	NCI-H2023	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
686	NCI-H2029	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
687	NCI-H2030	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
688	NCI-H2052	pleura: mesothelioma	CCLE	Mesothelium	Mesothelioma (MESO)	NA	NA
689	NCI-H2066	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
690	NCI-H2081	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
691	NCI-H2085	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
692	NCI-H2087	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
693	NCI-H209	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
694	NCI-H2106	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
695	NCI-H211	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
696	NCI-H2110	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
697	NCI-H2122	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
698	NCI-H2126	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
699	NCI-H2141	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
700	NCI-H2170	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
701	NCI-H2171	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
702	NCI-H2172	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
703	NCI-H2196	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
704	NCI-H2227	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
705	NCI-H2228	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
706	NCI-H226	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
707	NCI-H2286	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
708	NCI-H2291	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
709	NCI-H23	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
710	NCI-H2342	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
711	NCI-H2347	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
712	NCI-H2405	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
713	NCI-H2444	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
714	NCI-H2452	pleura: mesothelioma	CCLE	Mesothelium	Mesothelioma (MESO)	NA	NA
715	NCI-H28	pleura: mesothelioma	CCLE	Mesothelium	Mesothelioma (MESO)	NA	NA
716	NCI-H292	lung: mucoepidermoid_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
717	NCI-H322	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
718	NCI-H3255	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
719	NCI-H358	lung: bronchioloalveolar_adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
720	NCI-H441	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
721	NCI-H446	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
722	NCI-H460	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
723	NCI-H508	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
724	NCI-H510	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
725	NCI-H520	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
726	NCI-H522	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
727	NCI-H524	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
728	NCI-H526	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
729	NCI-H596	lung: mixed_adenosquamous_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
730	NCI-H647	lung: mixed_adenosquamous_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
731	NCI-H650	lung: bronchioloalveolar_adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
732	NCI-H660	prostate: small_cell_carcinoma	CCLE	Prostate	Prostate Small Cell Carcinoma (PRSCC)	NA	NA
733	NCI-H661	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
734	NCI-H684	liver: hepatoblastoma	CCLE	Liver	Hepatoblastoma (LIHB)	NA	NA
735	NCI-H69	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
736	NCI-H716	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
737	NCI-H727	lung: carcinoid-endocrine_tumour	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Carcinoid (LUCA)	NA
738	NCI-H747	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
739	NCI-H810	lung: large_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
740	NCI-H82	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
741	NCI-H838	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
742	NCI-H841	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
743	NCI-H854	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
744	NCI-H889	lung: small_cell_carcinoma	CCLE	Lung	Small Cell Lung Cancer (SCLC)	NA	NA
745	NCI-H929	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
746	NCI-N87	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
747	NCO2	haematopoietic_and_lymphoid_tissue: chronic_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Chronic Myelogenous Leukemia (CML)	NA
748	NH-6	autonomic_ganglia: neuroblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Neuroblastoma (NBL)	NA
749	NIH:OVCAR-3	ovary: carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
750	NMC-G1	central_nervous_system: glioma	CCLE	Brain_CNS	NA	NA	NA
751	NOMO-1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
752	NU-DHL-1	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
753	NU-DUL-1	haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
754	NUGC-2	stomach: adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
755	NUGC-3	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
756	NUGC-4	stomach: signet_ring_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
757	OAW28	ovary: carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
758	OAW42	ovary: carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
759	OC 314	ovary: serous_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Serous Ovarian Cancer (SOC)	NA
760	OC 315	ovary: serous_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Serous Ovarian Cancer (SOC)	NA
761	OC 316	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
762	OCI-AML2	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
763	OCI-AML3	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
764	OCI-AML5	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
765	OCI-LY-19	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
766	OCI-LY10	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
767	OCI-LY3	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
768	OCI-M1	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
769	OCUM-1	stomach: diffuse_adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	Stomach Adenocarcinoma (STAD)	NA
770	OE19	oesophagus: adenocarcinoma	CCLE	Esophagus_Stomach	Esophagogastric Adenocarcinoma (EGC)	NA	NA
771	OE33	oesophagus: metaplasia	CCLE	Esophagus_Stomach	NA	NA	NA
772	OELE	ovary: immortalized_epithelial	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
773	ONCO-DG-1	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
774	ONS-76	central_nervous_system: primitive_neuroectodermal_tumour-medulloblastoma	CCLE	Brain_CNS	Embryonal Tumor (EMBT)	Medulloblastoma (MBL)	NA
775	OPM-2	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
776	OS-RC-2	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
777	OUMS-23	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
778	OUMS-27	bone: chondrosarcoma	CCLE	Bone	Chondrosarcoma (CHS)	NA	NA
779	OV-90	ovary: mixed_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
780	OV56	ovary: carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
781	OV7	ovary: carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
782	OVCAR-4	ovary: carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
783	OVCAR-8	ovary: carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
784	OVISE	ovary: clear_cell_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Clear Cell Ovarian Cancer (CCOV)	NA
785	OVK18	ovary: endometrioid_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Endometrioid Ovarian Cancer (EOV)	NA
786	OVKATE	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
787	OVMANA	ovary: clear_cell_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Clear Cell Ovarian Cancer (CCOV)	NA
788	OVSAHO	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
789	OVTOKO	ovary: clear_cell_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Clear Cell Ovarian Cancer (CCOV)	NA
790	P12-ICHIKAWA	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
791	P31/FUJ	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
792	P3HR-1	haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
793	PA-TU-8902	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
794	PA-TU-8988S	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
795	PA-TU-8988T	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
796	Panc 02.03	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
797	Panc 02.13	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
798	Panc 03.27	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
799	Panc 04.03	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
800	Panc 05.04	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
801	Panc 08.13	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
802	Panc 10.05	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
803	PANC-1	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
804	PC-14	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
805	PC-3	prostate: adenocarcinoma	CCLE	Prostate	NA	NA	NA
806	PCM6	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
807	PE/CA-PJ15	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
808	PE/CA-PJ34 (clone C12)	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
809	PE/CA-PJ41 (clone D2)	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
810	PE/CA-PJ49	upper_aerodigestive_tract: squamous_cell_carcinoma	CCLE	Head_Neck	NA	NA	NA
811	PEER	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
812	PF-382	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
813	Pfeiffer	haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Diffuse Large B-Cell Lymphoma (DLBCL)
814	PK-1	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
815	PK-45H	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
816	PK-59	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
817	PL-21	haematopoietic_and_lymphoid_tissue: acute_myeloid_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Myeloid Leukemia (AML)	NA
818	PL45	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
819	PLC/PRF/5	liver: hepatocellular_carcinoma	CCLE	Liver	Hepatocellular Carcinoma (HCC)	NA	NA
820	PrEC LH	prostate: immortalized_epithelial	CCLE	Prostate	NA	NA	NA
821	PSN1	pancreas: ductal_carcinoma	CCLE	Pancreas	Pancreatic Adenocarcinoma (PAAD)	NA	NA
822	QGP-1	pancreas: carcinoma	CCLE	Pancreas	NA	NA	NA
823	Raji	haematopoietic_and_lymphoid_tissue: Burkitt_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Burkitt Lymphoma (BL)
824	RCC-4	kidney: clear_cell_renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	Renal Clear Cell Carcinoma (CCRCC)	NA
825	RCC10RGB	kidney: renal_cell_carcinoma	CCLE	Kidney	Renal Cell Carcinoma (RCC)	NA	NA
826	RCH-ACV	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
827	RCM-1	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
828	RD	soft_tissue: embryonal	CCLE	Soft_Tissue	NA	NA	NA
829	RD-ES	bone: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	CCLE	Bone	Ewing Sarcoma (ES)	NA	NA
830	REC-1	haematopoietic_and_lymphoid_tissue: mantle_cell_lymphoma	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	Mantle Cell Lymphoma (MCL)
831	Reh	haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_B_cell_leukaemia	CCLE	Blood	Leukemia (LEUK)	Acute Lymphoid Leukemia (ALL)	NA
832	RERF-GC-1B	stomach: carcinoma	CCLE	Esophagus_Stomach	NA	NA	NA
833	RERF-LC-Ad1	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
834	RERF-LC-Ad2	lung: adenocarcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Adenocarcinoma (LUAD)	NA
835	RERF-LC-AI	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
836	RERF-LC-KJ	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
837	RERF-LC-MS	lung: non_small_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	NA	NA
838	RERF-LC-Sq1	lung: squamous_cell_carcinoma	CCLE	Lung	Non-Small Cell Lung Cancer (NSCLC)	Lung Squamous Cell Carcinoma (LUSC)	NA
839	RH-18	soft_tissue: alveolar	CCLE	Soft_Tissue	NA	NA	NA
840	RH-30	soft_tissue: alveolar	CCLE	Soft_Tissue	NA	NA	NA
841	RH-41	soft_tissue: alveolar	CCLE	Soft_Tissue	NA	NA	NA
842	RI-1	haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
843	RKN	soft_tissue: leiomyosarcoma	CCLE	Soft_Tissue	Leiomyosarcoma (LMS)	NA	NA
844	RKO	large_intestine: adenocarcinoma	CCLE	Bowel	Colorectal Adenocarcinoma (COADREAD)	NA	NA
845	RL	haematopoietic_and_lymphoid_tissue: B_cell_lymphoma_unspecified	CCLE	Lymph	Non-Hodgkin's Lymphoma (NHL)	B-Cell Lymphoma (BCL)	NA
846	RL95-2	endometrium: mixed_adenosquamous_carcinoma	CCLE	Uterus	Endometrial Carcinoma (UCEC)	NA	NA
847	RMG-I	ovary: clear_cell_carcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	Clear Cell Ovarian Cancer (CCOV)	NA
848	RMUG-S	ovary: adenocarcinoma	CCLE	Ovary	Ovarian Epithelial Tumor (OVT)	NA	NA
849	RPMI 8226	haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma	CCLE	Blood	Multiple Myeloma (MM)	NA	NA
850	RPMI-7951	skin: malignant_melanoma	CCLE	Skin	Melanoma (MEL)	NA	NA
