""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_SID"	"CAS"
"799729"	799729	NA	"CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2CC[C@]45OC[C@@]6(CC[C@@](C)(C[C@@H]46)C=O)[C@H](O)C[C@@]35C)O[C@@H]7OC[C@@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]7O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O"	0	NA	NA	2	1	"440811223"	"23643610"
"799732"	799732	NA	"COc1ccc(cc1)c2noc(C(=O)O)c2c3cc(OC)c(OC)c(OC)c3"	0	NA	NA	1	1	"440805665"	NA
"799756"	799756	NA	"COc1ccc2cc(ccc2c1)c3cnc4nonc4n3"	0	NA	NA	1	1	"440808397"	NA
"799895"	799895	NA	"COc1ccc(cc1S(=O)(=O)N)C(=O)\C=C\c2ccc(Cl)cc2"	0	NA	NA	1	1	"440813922"	NA
"799899"	799899	NA	"COc1ccc(cc1S(=O)(=O)NC2=C(N)N=C(NC2=O)SC)C(=O)\C=C\c3ccc(Cl)cc3"	0	NA	NA	1	1	"440802910"	NA
"799908"	799908	"GNE-140"	"Clc1ccccc1SC2C(=O)CC(NC2=O)(c3ccc(cc3)N4CCOCC4)c5ccsc5"	0	"LDHA"	"Clinical trial"	1	1	"-1"	"1802977612"
"799919"	799919	NA	"CN(C)CCOc1ccc2[nH]c3nc4cccnc4c(C)c3c2c1"	0	NA	NA	1	1	"440816600"	NA
"799966"	799966	NA	"C\C(=C(/c1ccc(OCCN2CCCCCC2)cc1)\c3ccc(OC(=O)c4ccccc4)cc3)\c5ccc(Cl)cc5"	0	NA	NA	1	1	"440805678"	NA
"799971"	799971	NA	"C\C(=C(/c1ccc(OCCN2CCCCCC2)cc1)\c3ccc(OC(=O)c4ccccc4)cc3)\Cc5ccc(Cl)cc5"	0	NA	NA	1	1	"440808406"	NA
"799980"	799980	NA	"COc1ccc(cc1)\C(=C(/c2ccc(OCCN3CCCCCC3)cc2)\c4ccc(OC(=O)C5CCCCC5)cc4)\C"	0	NA	NA	2	1	"440802889"	NA
"800018"	800018	NA	"CC(=O)OCC1OC(S[Au+][C-]2N(Cc3ccccc3)C(=C(N2Cc4ccccc4)c5ccccc5)c6ccccc6)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C"	0	NA	NA	2	1	"440816607"	NA
"800030"	800030	"LXS-196"	"CC1(N)CCN(CC1)c2cccnc2NC(=O)c3nc(cnc3N)c4ncccc4C(F)(F)F"	0	"PK:PRKCA"	"Clinical trial"	1	1	"-1"	"1874276762"
"800038"	800038	NA	"c12c3c4c(cc1NCc1ccc(cc1)CN[C@@H](=O)[C@@H]1[N-]5C(=O)C[N-]6C(=O)CN[Cu+2]56[n]5c(C1)c[nH]c5)c(=O)n(c(=O)c4c(cc3c(=O)n(c2=O)CCCN1CCOCC1)NCc1ccc(cc1)CN[C@@H](=O)[C@@H]1[N-]2C(=O)C[N-]3C(=O)CN[Cu+2]23[n]2c(C1)c[nH]c2)CCCN1CCOCC1"	0	NA	NA	2	2	"441653743"	NA
"800046"	800046	NA	"ClCC(=O)Nc1ccc2c(Nc3cccc(OCC#C)c3)ncnc2c1"	0	NA	NA	1	1	"440811189"	NA
"800049"	800049	NA	"ClCC(=O)Nc1ccc2ncnc(Nc3cccc(OCC#C)c3)c2c1"	0	NA	NA	2	2	"440802877"	NA
"800050"	800050	NA	"ClCC(=O)Nc1cccc2c(Nc3cccc(OCC#C)c3)ncnc12"	0	NA	NA	1	1	"440800111"	NA
"800055"	800055	NA	"C=CC(=O)Nc1ccc(Nc2ncnc3ccc(OCC#C)cc23)cc1"	0	NA	NA	1	1	"440808361"	NA
"800065"	800065	NA	"Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F"	0	NA	NA	1	1	"440816379"	NA
"800066"	800066	NA	"COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3)c2cc1OC"	0	NA	NA	1	1	"440802658"	NA
"800070"	800070	NA	"COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC"	0	NA	NA	2	2	"440808149"	NA
"800072"	800072	NA	"CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3"	0	NA	NA	1	1	"440805437"	NA
"800075"	800075	NA	"OC1(CN(C1)C(=O)c2ccc(F)c(F)c2Nc3ccc(I)cc3F)[C@@H]4CCCCN4"	0	NA	NA	2	2	"440805449"	NA
"800076"	800076	NA	"COc1c(OCCCN2CCOCC2)ccc3C4=NCCN4C(=Nc13)NC(=O)c5cnc(N)nc5"	0	NA	NA	1	1	"440810951"	NA
"800077"	800077	NA	"NC(=O)c1c(NC(=O)NCCCCN2CCCC2)snc1OCc3c(F)cc(Br)cc3F"	0	NA	NA	1	1	"440796937"	NA
"800079"	800079	NA	"CC1(COc2ccc3c(c2)ncn3c4ccc5cccc(N6CCC(N)CC6)c5n4)COC1"	0	NA	NA	1	1	"440805424"	NA
"800080"	800080	"Crizotinib"	"C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl"	0	NA	NA	1	1	"440816350"	NA
"800081"	800081	NA	"COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCC(=O)NO"	0	NA	NA	2	2	"440810974"	NA
"800084"	800084	NA	"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4"	0	NA	NA	2	2	"440799894"	NA
"800085"	800085	"Dactolisib"	"CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5"	0	NA	NA	2	2	"440805436"	NA
"800086"	800086	NA	"CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5"	0	NA	NA	2	1	"440802668"	NA
"800087"	800087	"Dasatinib"	"Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4"	0	NA	NA	2	2	"440799867"	NA
"800089"	800089	NA	"CNC(=O)c1ccc(Nc2ncc(c(NCc3nccnc3N(C)S(=O)(=O)C)n2)C(F)(F)F)cc1"	0	NA	NA	1	1	"440799874"	NA
"800091"	800091	"Dinaciclib"	"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N4CCCC[C@H]4CCO"	0	NA	NA	2	2	"440808146"	NA
"800092"	800092	NA	"CN1CCN(CC1)c2ccc3N\C(=C\4/C(=C5C(=CC=CC5=NC4=O)F)N)\Nc3c2"	0	NA	NA	2	2	"440816357"	NA
"800094"	800094	NA	"CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2"	0	NA	NA	2	2	"440810954"	NA
"800095"	800095	NA	"CN1CCN(CC1)c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC6CCOCC6)c2"	0	NA	NA	1	1	"440799875"	NA
"800099"	800099	NA	"Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C"	0	NA	NA	2	2	"440810946"	NA
"800101"	800101	NA	"COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6"	0	NA	NA	2	2	"440805442"	NA
"800102"	800102	NA	"COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(=O)(O)O)c4n3)n2)cc(OC)c1OC"	0	NA	NA	1	1	"440813631"	NA
"800105"	800105	"Gefitinib"	"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4"	0	NA	NA	2	2	"440796939"	NA
"800106"	800106	NA	"CCc1nc(C(=O)N)c(Nc2ccc(N3CCC(CC3)N4CCN(C)CC4)c(OC)c2)nc1NC5CCOCC5"	0	NA	NA	2	2	"440805446"	NA
"800107"	800107	NA	"CN1CCN(CC1)C2CCN(CC2)C(=O)Nc3cc(Oc4ccc(NC(=O)C5(CC5)C(=O)Nc6ccc(F)cc6)c(F)c4)ccn3"	0	NA	NA	2	2	"440808155"	NA
"800108"	800108	NA	"CCn1cc(c2ccnc3[nH]c(cc23)c4cccc(CN(C)C)c4)c(n1)c5ccc(NC(=O)N(C)C)cc5"	0	NA	NA	1	1	"440810947"	NA
"800109"	800109	NA	"Cn1ncc(Cl)c1c2cc(sc2Cl)C(=O)N[C@H](CN)Cc3cccc(F)c3"	0	NA	NA	2	2	"440796933"	NA
"800111"	800111	NA	"C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(CN4CCN(C)CC4)cc23)c5ccccc5C(F)(F)F"	0	NA	NA	2	2	"440808159"	NA
"800145"	800145	NA	"COc1cccc2cc(ccc12)N(C)c3nc(C)nc4ccsc34"	0	NA	NA	2	2	"440808369"	NA
"800146"	800146	NA	"COc1ccc(cc1)N(C)c2nc(N)nc3sc4CCCCc4c23"	0	NA	NA	2	2	"440805635"	NA
"800287"	800287	NA	"CC1=CC=C(OCCOCCOCCOCCOC2=CC=C(C)N(O)C2=S)C(=S)N1O"	0	NA	NA	2	2	"440813526"	NA
"800288"	800288	NA	"CC1=CC=C(OCCOCCOCCOCCOCCOC2=CC=C(C)N(O)C2=S)C(=S)N1O"	0	NA	NA	2	2	"440813515"	NA
"800341"	800341	NA	"OCCN1C2=C(C(c3cccc(c3)C#N)c4cc5CCCc5cc14)C(=O)OC2"	0	NA	NA	2	2	"440813516"	NA
"800342"	800342	NA	"OCCN1C2=C(C(c3cccc(c3)C#N)c4cc5OCOc5cc14)C(=O)OC2"	0	NA	NA	1	1	"440808001"	NA
"800343"	800343	NA	"OCCN1C2=C(C(c3cccc(c3)C(F)(F)F)c4cc5OCCOc5cc14)C(=O)OC2"	0	NA	NA	1	1	"440810786"	NA
"800344"	800344	NA	"OCCN1C2=C(C(c3cccc(c3)C(F)(F)F)c4cc5CCCc5cc14)C(=O)OC2"	0	NA	NA	2	2	"440816209"	NA
"800345"	800345	NA	"OCCN1C2=C(C(c3cccc(F)c3)c4cc5CCCc5cc14)C(=O)OC2"	0	NA	NA	2	2	"440807991"	NA
"800346"	800346	NA	"OCCN1C2=C(C(c3cccc(F)c3)c4cc5OCCOc5cc14)C(=O)OC2"	0	NA	NA	2	2	"440799719"	NA
"800347"	800347	NA	"COc1ccc2C(C3=C(COC3=O)N(CCO)c2c1)c4cccc(F)c4"	0	NA	NA	2	2	"440796788"	NA
"800348"	800348	NA	"OCCN1C2=C(C(c3cccc(c3)C(F)(F)F)c4cc5OCOc5cc14)C(=O)OC2"	0	NA	NA	1	1	"440799715"	NA
"800349"	800349	NA	"OCCN1C2=C(C(c3cccc(c3)[N+](=O)[O-])c4cc5CCCc5cc14)C(=O)OC2"	0	NA	NA	2	2	"440807998"	NA
"800350"	800350	NA	"OCCN1C2=C(C(c3cccc(F)c3)c4cc5OCOc5cc14)C(=O)OC2"	0	NA	NA	1	1	"440805284"	NA
"800354"	800354	NA	"C[C@]12CC[C@H]3[C@@H](CC4SC(=NC45C\C(=N\NC(=O)N)\CC[C@]35C)N)[C@@H]1CCC2=O"	0	NA	NA	1	1	"440810795"	NA
"800371"	800371	NA	"CC[C@H](Nc1nc(N)nc(N)c1C#N)C2=Nc3cccc(NCc4ccc(cc4)C(=O)NO)c3C(=O)N2c5ccccc5"	0	NA	NA	1	1	"440802520"	NA
"800372"	800372	NA	"CC[C@H](Nc1nc(N)nc(N)c1C#N)C2=Nc3cccc(CCc4ccc(cc4)C(=O)NO)c3C(=O)N2c5ccccc5"	0	NA	NA	1	1	"440813520"	NA
"800373"	800373	NA	"CC[C@H](Nc1nc(N)nc(C)c1C#N)C2=Nc3cccc(NCc4ccc(cc4)C(=O)NO)c3C(=O)N2c5ccccc5"	0	NA	NA	1	1	"440799723"	NA
"800374"	800374	NA	"CC[C@H](Nc1cc(C)nc(N)n1)C2=Nc3cccc(NCc4ccc(cc4)C(=O)NO)c3C(=O)N2c5ccccc5"	0	NA	NA	1	1	"440808004"	NA
"800376"	800376	NA	"CC[C@H](Nc1ncnc(N)c1C#N)C2=Nc3cccc(NCc4ccc(cc4)C(=O)NO)c3C(=O)N2c5ccccc5"	0	NA	NA	1	1	"440807995"	NA
"800377"	800377	NA	"CC[C@H](Nc1ncnc(N)c1Cl)C2=Nc3cccc(NCc4ccc(cc4)C(=O)NO)c3C(=O)N2c5ccccc5"	0	NA	NA	1	1	"440799722"	NA
"800378"	800378	NA	"C[C@@H]1CC[C@@H]2[C@@H]1[C@H](OC(=O)\C=C\c3ccccc3)[C@@]4(C[C@@H](OC(=O)CO)[C@@]2(C)O4)C5CCCCC5"	0	NA	NA	1	1	"440813527"	NA
"800379"	800379	NA	"C[C@@H]1CC[C@@H]2[C@@H]1[C@H](OC(=O)\C=C\c3ccccc3)[C@@]4(C[C@@H](OC(=O)CO)[C@@]2(C)O4)c5ccccc5"	0	NA	NA	1	1	"440810796"	NA
"800382"	800382	NA	"CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H]5CC=CC(=O)O5"	0	NA	NA	1	1	"440808448"	"442851505"
"800405"	800405	"umbralisib"	"CC(C)Oc1ccc(cc1F)c2nn([C@@H](C)C3=C(C(=O)c4cc(F)ccc4O3)c5cccc(F)c5)c6ncnc(N)c26"	0	""	"FDA approved"	1	1	"-1"	"1532533677"
"800434"	800434	NA	"CN(C)C(=O)c1cc2cnc(Nc3ccc(cc3)c4csc5C(=O)C=C(Oc45)N6CCNCC6)nc2n1C7CCCC7"	0	NA	NA	2	2	"440816664"	NA
"800436"	800436	NA	"COCCOc1ccc(cc1)c2nc3ccc(cc3[nH]2)c4nc5ccc(cc5[nH]4)N6CCN(C)CC6"	0	NA	NA	1	1	"440802479"	NA
"800437"	800437	NA	"CN1CCN(CC1)c2ccc3nc([nH]c3c2)c4ccc5nc([nH]c5c4)c6ccc(OCCC(C)(C)C)cc6"	0	NA	NA	1	1	"440810748"	NA
"800445"	800445	NA	"COc1cc2C(=O)N(CC3CCCCC3)c4c(cnc5[nH]ccc45)c2cc1OC"	0	NA	NA	1	1	"440805250"	NA
"800508"	800508	NA	"C[C@@]12CC\C=C(\Cn3cc(CNC(=O)c4cc5ccccc5[nH]4)nn3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"	0	NA	NA	1	1	"440807948"	NA
"800509"	800509	NA	"C[C@@]12CC\C=C(\Cn3cc(Cc4c[nH]c5ccccc45)nn3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"	0	NA	NA	1	1	"440807954"	NA
"800510"	800510	NA	"C[C@@]12CC\C=C(\Cn3cc(Cn4ccc5ccccc45)nn3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"	0	NA	NA	1	1	"440796753"	NA
"800512"	800512	NA	"C[C@@]12CC\C=C(\Cn3cc(Cn4ccc5cc(Cl)ccc45)nn3)/CC[C@@H]6[C@H](OC(=O)C6=C)[C@@H]1O2"	0	NA	NA	1	1	"440816174"	NA
"800513"	800513	NA	"COc1ccc2c(c1)c(CC(=O)NCc3cn(C\C\4=C\CC[C@@]5(C)O[C@H]5[C@H]6OC(=O)C(=C)[C@@H]6CC4)nn3)cn2C(=O)c7ccc(Cl)cc7"	0	NA	NA	1	1	"440796750"	NA
"800522"	800522	"TPX-0005"	"C[C@H]1CNC(=O)c2cnn3ccc(N[C@H](C)c4cc(F)ccc4O1)nc23"	0	"PK:ROS1,ALK"	"Clinical trial"	2	2	"-1"	"1802220025"
"800525"	800525	"BAY-1895344"	"C[C@@H]1COCCN1c2cc(c3ccnn3C)c4ccnc(c5ccn[nH]5)c4n2"	0	"PK:ATR"	"Clinical trial"	2	2	"-1"	NA
"800528"	800528	NA	NA	0	NA	NA	1	1	"440797278"	NA
"800552"	800552	NA	"CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C[C@@H](CC#Cc6ccc(cc6)C(F)(F)F)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(=O)O"	0	NA	NA	1	1	"440807945"	NA
"800577"	800577	NA	"Nc1n[nH]c2cccc(C#Cc3cccc(NC(=O)c4ccc(N5CCOCC5)c(c4)C(F)(F)F)c3)c12"	0	NA	NA	1	1	"440810742"	NA
"800578"	800578	NA	"Cc1cn(cn1)c2cc(NC(=O)c3cccc(c3)C#Cc4cccc5[nH]nc(N)c45)cc(c2)C(F)(F)F"	0	NA	NA	1	1	"440816178"	NA
"800580"	800580	NA	"CN1CCN(Cc2cc(NC(=O)c3cccc(c3)C#Cc4cccc5[nH]nc(N)c45)cc(c2)C(F)(F)F)CC1"	0	NA	NA	1	1	"440802481"	NA
"800698"	800698	NA	"CCC(C)CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NC(=O)C(CSCC3NC(=O)C4CCCN4C(=O)C(Cc5ccccc5)NC(=O)C(NC1=O)C(C)OC(=O)C(CO)NC(=O)C(C(O)COC)N(C)C(=O)C(NC(=O)C(CC(C)CC)NC(=O)C(=C)NC(=O)C(NC3=O)C(C)CC)C(C)C)NC(=O)CCC(=O)O"	0	NA	NA	2	2	"440807918"	"191681637"
"800717"	800717	NA	"CCN(CC)S(=O)(=O)c1cccc(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2"	0	NA	NA	1	1	"440799656"	NA
"800729"	800729	"GDC-0077"	"C[C@H](Nc1ccc2c(OCCn3cc(nc23)N4[C@@H](COC4=O)C(F)F)c1)C(=O)N"	0	""	"Clinical trial"	2	2	"-1"	"2060571028"
"800746"	800746	NA	"Oc1cccc2c1C(=O)C=CC23NN=C(N3c4ccccc4)c5ccccc5"	0	NA	NA	1	1	"440805713"	NA
"800767"	800767	NA	"COc1ccc(cc1)S(=O)(=O)N(C(=O)C)c2ccccc2\C=C\c3cc[n+]([O-])cc3"	0	NA	NA	2	2	"440808135"	NA
"800769"	800769	NA	"Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4"	0	NA	NA	2	2	"440799881"	NA
"800773"	800773	NA	"Oc1ccc(Cl)cc1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F"	0	NA	NA	2	1	"440799873"	NA
"800775"	800775	NA	"COc1cc2ncnc3Nc4cc(Br)ccc4CN(C)CCCCCOc1cc23"	0	NA	NA	1	1	"440810956"	NA
"800777"	800777	NA	"COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35"	0	NA	NA	1	1	"440816358"	NA
"800778"	800778	NA	"O=C(N1CCNCC1)c2ccc(\C=C\c3n[nH]c4ccccc34)cc2"	0	NA	NA	1	1	"440799886"	NA
"800779"	800779	NA	"O=C(Cc1ccc(cn1)c2ccc(OCCN3CCOCC3)cc2)NCc4ccccc4"	0	NA	NA	2	2	"440813653"	NA
"800780"	800780	"Lapatinib"	"CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2"	0	NA	NA	1	1	"440813637"	NA
"800782"	800782	NA	"C[C@]12O[C@H](C[C@]1(O)CO)n3c4ccccc4c5c6C(=O)NCc6c7c8ccccc8n2c7c35"	0	NA	NA	2	2	"440796960"	NA
"800784"	800784	NA	"C[C@@]1(O)C[C@@H](C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26"	0	NA	NA	1	1	"440813640"	NA
"800789"	800789	NA	"CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nc(cs4)c5cccnc5)c3)CC1"	0	NA	NA	1	1	"440805421"	NA
"800791"	800791	NA	"CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9"	0	NA	NA	2	2	"440799876"	NA
"800792"	800792	NA	"CNC(=O)c1nn(C)c2c3nc(Nc4ccc(cc4)N5CCN(C)CC5)ncc3CC(C)(C)c12"	0	NA	NA	2	2	"440813655"	NA
"800793"	800793	NA	"CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(CC=C)N(c5cccc(n5)C(C)(C)O)c4n3)cc2"	0	NA	NA	2	2	"440816356"	NA
"800794"	800794	NA	"NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6"	0	NA	NA	2	2	"440810948"	NA
"800800"	800800	NA	"O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2"	0	NA	NA	1	1	"440796927"	NA
"800803"	800803	NA	"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C"	0	NA	NA	2	2	"440808137"	NA
"800804"	800804	"Nilotinib"	"Cc1cn(cn1)c2cc(NC(=O)c3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)cc(c2)C(F)(F)F"	0	NA	NA	1	1	"440808118"	NA
"800806"	800806	NA	"CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3ncc4CCc5c(nn(CCO)c5c4n3)C(=O)N)c2"	0	NA	NA	2	2	"440816347"	NA
"800807"	800807	NA	"COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2F)c3ccc4nccc(c5ccnnc5)c4c3"	0	NA	NA	2	2	"440810944"	NA
"800810"	800810	NA	"COc1cccc2cc([nH]c12)c3nc([C@@H]4CC[C@H](CC4)C(=O)O)n5ncnc(N)c35"	0	NA	NA	2	2	"440796925"	NA
"800812"	800812	NA	"COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2nccc(n2)c3cn(C)c4ccccc34"	0	NA	NA	1	1	"440816354"	NA
"800813"	800813	NA	"CN1CC[C@H]([C@@H]1CO)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl"	0	NA	NA	2	1	"440810961"	NA
"800814"	800814	NA	"C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5cccc(COC\C=C/COCc2c3)c5"	0	NA	NA	2	1	"440808131"	NA
"800817"	800817	NA	"Cn1cc(c2ncnc3ccc(cc23)c4cnc(Cl)c(NS(=O)(=O)C)c4)c5ccccc15"	0	NA	NA	2	2	"440799685"	NA
"800818"	800818	NA	"Cc1cc(Oc2ccccc2)ccc1Nc3ncnc4ccc(cc34)c5cnc(Cl)c(NS(=O)(=O)C)c5"	0	NA	NA	1	1	"440816175"	NA
"800839"	800839	"Pazopanib"	"CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3"	0	NA	NA	1	1	"440802653"	NA
"800840"	800840	NA	"OC[C@@H](O)CONC(=O)c1ccc(F)c(F)c1Nc2ccc(I)cc2F"	0	NA	NA	2	2	"440808164"	NA
"800841"	800841	"Pelitinib"	"CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C"	0	NA	NA	2	2	"440805445"	NA
"800842"	800842	"Perifosine"	"CCCCCCCCCCCCCCCCCCOP(=O)(O)OC1CC[N+](C)(C)CC1"	0	NA	NA	1	1	"440808124"	NA
"800844"	800844	NA	"Cc1ccc(cc1)n2nc(cc2NC(=O)NCc3cc(F)ccc3Oc4ccc5c(cnn5CCO)c4)C(C)(C)C"	0	NA	NA	1	1	"440808145"	NA
"800846"	800846	NA	"COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O"	0	NA	NA	2	2	"440796942"	NA
"800847"	800847	NA	"CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c5ccccc5"	0	NA	NA	2	2	"440796946"	NA
"800848"	800848	NA	"Cn1cc(cn1)c2[nH]c3cc(NC(=O)[C@H](N)C4CCCCC4)cc5C(=O)NN=Cc2c35"	0	NA	NA	2	2	"440802664"	NA
"800849"	800849	NA	"CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C"	0	NA	NA	1	1	"440808153"	NA
"800851"	800851	NA	"CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C3CCN(C)CC3)C2(C)C"	0	NA	NA	1	1	"440810933"	NA
"800852"	800852	NA	"CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1"	0	NA	NA	2	2	"440805447"	NA
"800853"	800853	NA	"COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c4cccc(NC(=O)C(C)(C)N)c4)c1"	0	NA	NA	1	1	"440805434"	NA
"800854"	800854	NA	"OC[C@@H](O)CNC(=O)c1ccncc1Nc2ccc(I)cc2F"	0	NA	NA	2	2	"440796958"	NA
"800855"	800855	NA	"CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc4cnc5cccnn45)cc2C(F)(F)F)CC1"	0	NA	NA	2	2	"440816375"	NA
"800856"	800856	NA	"COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC4CCN(CC4)C(=O)C=C"	0	NA	NA	2	2	"440816353"	NA
"800857"	800857	NA	"CC(C)(C)c1onc(NC(=O)Nc2ccc(cc2)c3cn4c5ccc(OCCN6CCOCC6)cc5sc4n3)c1"	0	NA	NA	1	1	"440816365"	NA
"800858"	800858	NA	"COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC"	0	NA	NA	1	1	"440805429"	NA
"800859"	800859	NA	"COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N"	0	NA	NA	2	2	"440816381"	NA
"800860"	800860	NA	"Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]3CNCCO3)cn1"	0	NA	NA	1	1	"440799891"	NA
"800863"	800863	NA	"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(nn3c4ccc5ncccc5c4)C(C)(C)C)c(F)c2)ccn1"	0	NA	NA	2	2	"440805427"	NA
"800864"	800864	NA	"COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C3(C[C@H](O)CO)CC3"	0	NA	NA	2	2	"440802652"	NA
"800866"	800866	NA	"COCCN1CCN(Cc2ccc(cc2)c3n[nH]c4c5cccc(NC(=O)NN6CCOCC6)c5C(=O)c34)CC1"	0	NA	NA	2	2	"440796924"	NA
"800868"	800868	NA	"COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1"	0	NA	NA	2	2	"440805428"	NA
"800870"	800870	NA	"OCCONC(=O)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc3ccc(I)cc3F"	0	NA	NA	2	2	"440808133"	NA
