"nsc","prefix","pubchem_id","total_probes","total_good_probes","name","testing_status","smiles","confidential_flag","mechanism"
768407,"S",-1,1,1,";(E)-1-(3,4-dimethoxyphenyl)-3-(3-(4-methoxyphenyl)-1H-p...",NA,"COc1ccc(cc1)c2cc(\C=C\C(=O)c3ccc(OC)c(OC)c3)[nH]n2",0,NA
768410,"S",-1,2,2,";2-(3-(benzo[d][1,3]dioxol-5-yl)-1H-pyrazol-5-yl)-5-fluo...",NA,"Fc1ccc2[nH]c(nc2c1)c3cc(n[nH]3)c4ccc5OCOc5c4",0,NA
768465,"S",-1,1,1,"",NA,"CCOC(=O)c1ccc2c(c1)nc(\C=C\c3ccc(Cl)cc3)n2c4cc([nH]n4)C(C)(C)C",0,NA
768473,"S",-1,1,1,"",NA,"Clc1ccc(\C=C\C(=O)\C=C\C2=Cc3ccccc3NC2=O)cc1",0,NA
768488,"S",-1,2,2,"",NA,"COc1ccc(cc1)N(Cc2cc(OC)c(OC)c(OC)c2)C3OC(=O)c4ccccc34",0,NA
768508,"S",-1,2,2,"GSK-2636771","Clinical trial","Cc1c(Cn2c(C)nc3c(cc(cc23)N4CCOCC4)C(=O)O)cccc1C(F)(F)F",0,"PK:PIK3,MTOR"
768509,"S",-1,2,2,"SNX-5422","Clinical trial","CC1(C)CC(=O)c2c(C1)n(nc2C(F)(F)F)c3ccc(C(=O)N)c(N[C@@H]4CC[C@H](CC4)OC(=O)CN)c3",0,"HSP90"
768539,"S",-1,1,1,"IDH1-Comp 301","Clinical trial","Cc1ccccc1C(N(C(=O)CNc2ncccc2F)c3cccc(F)c3)C(=O)NC4CCCCC4",0,"IDH1"
768557,"S",-1,2,2,"",NA,"Cc1ccn2c(c(C)nc2c1)c3csc(Nc4cccc(O)c4)n3",0,NA
768562,"S",-1,2,2,"",NA,"NC1=C(C#N)C(c2cccs2)c3ccc4ccccc4c3O1",0,NA
768565,"S",-1,2,1,"",NA,"COc1ccc(cc1)c2cnoc2c3cc(OC)c(OC)c(OC)c3",0,NA
768567,"S",-1,2,1,"",NA,"COc1c(OC)c(cc2OCOc12)C3CC(=O)Nc4c3cnn4Cc5occc5",0,NA
768570,"S",-1,1,1,"",NA,"COc1cc(cc(OC)c1OC)C2CC(=O)c3c(C)nn(c3C2)c4nc5ccccc5[nH]4",0,NA
768571,"S",-1,2,2,"",NA,"COc1ccc(cc1)C2CC(=O)Nc3c2c(C)nn3c4nc5ccccc5[nH]4",0,NA
768572,"S",-1,2,2,"",NA,"Cc1nn(c2NC(=O)CC(c3ccc4OCOc4c3)c12)c5nc6ccccc6[nH]5",0,NA
768573,"S",-1,1,1,"",NA,"COc1ccc(cc1OC)C(=O)c2sc3nc(ccc3c2N)c4ccccc4OC",0,NA
768574,"S",-1,1,1,"",NA,"COc1ccc(cc1OC)C(=O)c2sc3nc4CCCCc4cc3c2N",0,NA
768584,"S",-1,2,2,"",NA,"COc1cccc(C2CC(=O)Nc3c2c(C)nn3c4nc5ccccc5[nH]4)c1OC",0,NA
768585,"S",-1,2,2,"",NA,"COc1ccc(cc1OC)C2CC(=O)Nc3c2c(C)nn3c4nc5ccccc5[nH]4",0,NA
768586,"S",-1,2,2,"",NA,"Cc1ccc(C(=O)c2sc3nc4CCCCc4cc3c2N)c(C)c1",0,NA
768587,"S",-1,2,2,"",NA,"COc1ccc(OC)c(c1)C(=O)c2oc3ccc(Br)cc3c2N",0,NA
768591,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2cn[nH]c2c3cc(OC)c4OCOc4c3",0,NA
768592,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2oncc2c3cc(OC)c(OC)c(OC)c3",0,NA
768593,"S",-1,1,1,"CEP-9722","Clinical trial","COc1cccc2[nH]c3c4CCCc4c5C(=O)N(CN6CCN(C)CC6)C(=O)c5c3c12",0,"PARP1"
768600,"S",-1,1,1,";(E)-1-(4-methoxyphenyl)-3-(4-(3,4,5-trimethoxystyryl)ph...",NA,"COc1ccc(cc1)C(=O)\C=C\c2ccc(\C=C\c3cc(OC)c(OC)c(OC)c3)cc2",0,NA
768637,"S",-1,2,2,";(R)-2-chloro-N-(2-(5-(dimethylamino)naphthalene-1-sulfo...",NA,"CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)NCCNS(=O)(=O)c3cccc4c(cccc34)N(C)C)c(Cl)c2)c5ncn(C(C)C)c5n1",0,NA
768649,"S",-1,2,2,";2-(3-((4-((4-aminobutyl)amino)butyl)amino)propyl)-7-(3-...",NA,"COc1ccccc1CNCCCN2C(=O)c3ccc4C(=O)N(CCCNCCCCNCCCCN)C(=O)c5ccc(C2=O)c3c45",0,NA
771426,"S",-1,1,1,";2-(3-(Cyclopentyloxy)-4-methoxyphenyl)-1-cyclopropyl-4,...",NA,"COc1ccc(cc1OC2CCCC2)c3nc(c4ccccc4)c(c5ccccc5)n3C6CC6",0,NA
771434,"S",-1,1,1,";2-(3-(Cyclopentyloxy)-4-methoxyphenyl)-4,5-diphenyl-1H-...",NA,"COc1ccc(cc1OC2CCCC2)c3nc(c4ccccc4)c([nH]3)c5ccccc5",0,NA
771442,"S",-1,1,1,"",NA,"COC1=NC2=C(C(C=C(N2)c3ccc(OC)cc3)c4ccc(Oc5ccnc6cc(Cl)ccc56)c(OC)c4)C(=O)N1",0,NA
771458,"S",-1,1,1,"",NA,"COc1ccc(cc1)C2=NNC(C2)c3sc(Cl)nc3Cl",0,NA
771480,"S",-1,1,1,"",NA,"COc1cc(\C=C\C(=O)c2ccc(Cl)cc2)ccc1OS(=O)(=O)c3ccc(C)cc3",0,NA
771483,"S",-1,1,1,"",NA,"COc1cc(ccc1Oc2ccnc3cc(Cl)ccc23)c4cc(nc5N=C(N)NC(=O)c45)c6cc(OC)c(OC)c(OC)c6",0,NA
771508,"S",-1,1,1,"",NA,"COc1cc(Cl)cc(c1)c2nn(cc2c3ccncc3)c4cccc(NC(=O)c5ccc(N6CCOCC6)c(c5)C(F)(F)F)c4",0,NA
771512,"S",-1,1,1,"",NA,"COc1cc(Cl)cc(c1)c2nn(cc2c3ccncc3)c4cccc(NC(=O)c5cccc(c5)C(F)(F)F)c4",0,NA
771516,"S",-1,1,1,"",NA,"Oc1cc(Cl)cc(c1)c2nn(cc2c3ccncc3)c4cccc(NC(=O)c5ccc(N6CCOCC6)c(c5)C(F)(F)F)c4",0,NA
771531,"S",-1,2,2,"RG-7112","Clinical trial","CCOc1cc(ccc1C2=N[C@@](C)(c3ccc(Cl)cc3)[C@](C)(N2C(=O)N4CCN(CCS(=O)(=O)C)CC4)c5ccc(Cl)cc5)C(C)(C)C",0,"MDM2"
771532,"S",-1,2,2,"GDC-0349","Clinical trial","CCNC(=O)Nc1ccc(cc1)c2nc3CN(CCc3c(n2)N4CCOC[C@@H]4C)C5COC5",0,"PK:MTOR"
771536,"S",-1,2,2,";3-amino-5-hydroxy-N-phenyl-5,6,7,8-tetrahydrothieno[2,3...",NA,"Nc1c(sc2nc3CCCC(O)c3cc12)C(=O)Nc4ccccc4",0,NA
771538,"S",-1,2,2,";3-amino-5-hydroxy-N-(3-methoxyphenyl)-5,6,7,8-tetrahydr...",NA,"COc1cccc(NC(=O)c2sc3nc4CCCC(O)c4cc3c2N)c1",0,NA
771539,"S",-1,2,2,";3-amino-N-(3-bromophenyl)-5-hydroxy-5,6,7,8-tetrahydrot...",NA,"Nc1c(sc2nc3CCCC(O)c3cc12)C(=O)Nc4cccc(Br)c4",0,NA
771540,"S",-1,2,2,";3-amino-N-(3-chlorophenyl)-5-hydroxy-5,6,7,8-tetrahydro...",NA,"Nc1c(sc2nc3CCCC(O)c3cc12)C(=O)Nc4cccc(Cl)c4",0,NA
771546,"S",-1,2,2,";3-amino-N-(3-chloro-2-methylphenyl)-5-oxo-5,6,7,8-tetra...",NA,"Cc1c(Cl)cccc1NC(=O)c2sc3nc4CCCC(=O)c4cc3c2N",0,NA
771550,"S",-1,2,2,";3-amino-N-(naphthalen-1-yl)-5-oxo-5,6,7,8-tetrahydrothi...",NA,"Nc1c(sc2nc3CCCC(=O)c3cc12)C(=O)Nc4cccc5ccccc45",0,NA
771556,"S",-1,1,1,";3-amino-N-(2-methoxyphenyl)-5-oxo-5,6,7,8-tetrahydrothi...",NA,"COc1ccccc1NC(=O)c2sc3nc4CCCC(=O)c4cc3c2N",0,NA
771557,"S",-1,2,2,";3-amino-N-(3-fluorophenyl)-5-oxo-5,6,7,8-tetrahydrothie...",NA,"Nc1c(sc2nc3CCCC(=O)c3cc12)C(=O)Nc4cccc(F)c4",0,NA
771558,"S",-1,2,2,";3-amino-N-(2-chlorophenyl)-5-oxo-5,6,7,8-tetrahydrothie...",NA,"Nc1c(sc2nc3CCCC(=O)c3cc12)C(=O)Nc4ccccc4Cl",0,NA
771559,"S",-1,2,2,";3-AMINO-N-PHENYL-5,6,7,8-TETRAHYDROTHIENO(2,3-B)QUINOLI...",NA,"Nc1c(sc2nc3CCCCc3cc12)C(=O)Nc4ccccc4",0,NA
771598,"S",-1,2,2,"",NA,"NCCCOc1cc2ccccc2cc1C(=O)NCCOc3nc4ccccc4cc3C(=O)Nc5ccc(Cl)cc5O",0,NA
771644,"S",-1,2,2,"ARQ-621","Clinical trial","NCCCN([C@H](CC#C)C1=Nc2cc(Cl)ccc2C(=O)N1Nc3ccccc3)C(=O)c4cccc(Cl)c4F",0,"CDH16|KIF11"
771650,"S",-1,3,3,"AT-13148","Clinical trial","NC[C@@](O)(c1ccc(Cl)cc1)c2ccc(cc2)c3cn[nH]c3",0,"PK:AKT"
771651,"S",-1,1,1,"VX-322","Clinical trial","Nc1nc(Nc2ccc(cc2)[C@@H]3CC[C@H](CC3)N4CCOCC4)nn1c5ccccn5",0,"PK:FLT,KIT,FLT3"
771652,"S",-1,1,1,"SAR-125844","Clinical trial","Fc1ccc(cc1)c2ccc3nnc(Sc4ccc5nc(NC(=O)NCCN6CCOCC6)sc5c4)n3n2",0,"PK:MET"
771657,"S",-1,1,1,";N-(1-benzyl-2-methyl-1H-benzimidazol-5-yl)-N'-(4-fluoro...",NA,"Cc1nc2cc(Nc3nc(Nc4ccc(F)cc4)nc(n3)c5cccs5)ccc2n1Cc6ccccc6",0,NA
771660,"S",-1,1,1,";(1-benzyl-2-methyl-1H-benzimidazol-5-yl)-(4-morpholin-4...",NA,"Cc1nc2cc(Nc3nc(nc(n3)N4CCOCC4)N5CCCCC5)ccc2n1Cc6ccccc6",0,NA
771717,"S",-1,1,1,";7-(2-chlorophenyl)-2-methoxy-3-(phenylsulfonyl)-6,7-dih...",NA,"COc1nc2c(CCc3c2cnn3c4ccccc4Cl)cc1S(=O)(=O)c5ccccc5",0,NA
771750,"S",-1,2,2,"LY-2874455","Clinical trial","C[C@@H](Oc1ccc2[nH]nc(\C=C\c3cnn(CCO)c3)c2c1)c4c(Cl)cncc4Cl",0,"PK:FGFR,VEGFR,FGFR1,FGFR2,FGFR3,FGFR4"
771762,"S",-1,2,2,";{2-[4-(7-chloro-quinolin-4-yl)-piperazin-1-yl]-pyrmidin...",NA,"COc1cc(Nc2ccnc(n2)N3CCN(CC3)c4ccnc5cc(Cl)ccc45)cc(OC)c1",0,NA
771787,"S",-1,1,1,"",NA,"COc1ccc(cc1OC)C(=O)c2sc3nc(ccc3c2N)c4cccs4",0,NA
771790,"S",-1,2,1,"",NA,"COc1ccc(cc1)c2[nH]ncc2c3cc(OC)c(OC)c(OC)c3",0,NA
771791,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2oncc2c3cc(OC)c4OCOc4c3",0,NA
771795,"S",-1,1,1,"",NA,"Cc1nc2sccn2c1c3csc(Nc4cccc(Cl)c4C)n3",0,NA
771796,"S",-1,1,1,"",NA,"COc1cc(cc(Br)c1OC)c2c(C#N)c(N)n3c4ccccc4nc3c2C#N",0,NA
771803,"S",-1,2,2,"",NA,"Cc1ccc(cc1)S(=O)(=O)Nc2cccc3nc([nH]c23)C(F)(F)F",0,NA
771807,"S",-1,1,1,"",NA,"COc1ccc(cc1OC)c2cc(O)n(n2)c3nc4ccccc4[nH]3",0,NA
771820,"S",-1,2,2,"",NA,"COc1cc(cc(OC)c1O)C2CC(=O)Nc3c2c(C)nn3c4nc5ccccc5[nH]4",0,NA
771827,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2nsc3C(CC(=O)Nc23)c4cccc(Cl)c4",0,NA
771829,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2nsc3C(CC(=O)Nc23)c4ccc(F)cc4",0,NA
771835,"S",-1,1,1,";2-(3,5-dimethyl-1H-pyrazol-1-yl)-6-propyl-1,4-dihydropy...",NA,"CCCC1=CC(=O)N=C(N1)n2nc(C)cc2C",0,NA
772197,"S",-1,2,2,"LY-2801653","Clinical trial","CC1=CC=C(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3c5cn[nH]c5)c(F)c2)C(=O)N1c6ccc(F)cc6",0,"PK:MET,AXL,FLT3,MERTK,MST1R,Multikinase"
772198,"S",-1,2,2,"LY-2090314","Clinical trial","Fc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c(c1)c23)C(=O)N7CCCCC7",0,"PK:GSK3A,GSK3B"
772205,"S",-1,1,1,"",NA,"CC(C)C[C@H](NC(=O)CN1C=CC(=CC1=O)Nc2ccccc2)B(O)O",0,NA
772209,"S",-1,2,2,"",NA,"CC(C)C[C@H](NC(=O)CCN1C=Cc2ncccc2C1=O)B(O)O",0,NA
772254,"S",-1,2,2,"ARRY-520 Isomer A","Clinical trial","CON(C)C(=O)N1N=C(SC1(CCCN)c2ccccc2)c3cc(F)ccc3F",0,"CDH16"
772255,"S",-1,2,2,"ARRY-520 Isomer A","Clinical trial","CON(C)C(=O)N1N=C(SC1(CCCN)c2ccccc2)c3cc(F)ccc3F",0,"CDH16"
772257,"S",-1,2,2,";(Z)-2-(1-Methyl-5-nitroimidazole-2-ylmethylene)-3(2H)-b...",NA,"Cn1c(\C=C\2/Oc3ccccc3C2=O)ncc1[N+](=O)[O-]",0,NA
772258,"S",-1,2,2,";(Z)-5-Chloro-2-(1-methyl-5-nitroimidazole-2-ylmethylene...",NA,"Cn1c(\C=C\2/Oc3ccc(Cl)cc3C2=O)ncc1[N+](=O)[O-]",0,NA
772259,"S",-1,2,2,";(Z)-5-Bromo-2-(1-methyl-5-nitroimidazole-2-ylmethylene)...",NA,"Cn1c(\C=C\2/Oc3ccc(Br)cc3C2=O)ncc1[N+](=O)[O-]",0,NA
772260,"S",-1,2,2,";(Z)-7-Methoxy-2-(1-methyl-5-nitroimidazole-2-ylmethylen...",NA,"COc1cccc2C(=O)\C(=C\c3ncc([N+](=O)[O-])n3C)\Oc12",0,NA
772261,"S",-1,2,2,";(Z)-5-Methoxy-2-(1-methyl-5-nitroimidazole-2-ylmethylen...",NA,"COc1ccc2O\C(=C/c3ncc([N+](=O)[O-])n3C)\C(=O)c2c1",0,NA
772262,"S",-1,2,2,";(Z)-7-Methyl-2-(5-nitrofuran-2-ylmethylene)-3(2H)-benzo...",NA,"Cc1cccc2C(=O)\C(=C\c3oc(cc3)[N+](=O)[O-])\Oc12",0,NA
772264,"S",-1,2,2,";(Z)-5-Methyl-2-(1-methyl-4-nitroimidazole-5-ylmethylene...",NA,"Cc1ccc2O\C(=C/c3ncc([N+](=O)[O-])n3C)\C(=O)c2c1",0,NA
772265,"S",-1,2,2,";(Z)-6-Chloro-2-(1-methyl-4-nitroimidazole-5-ylmethylene...",NA,"Cn1c(\C=C\2/Oc3cc(Cl)ccc3C2=O)ncc1[N+](=O)[O-]",0,NA
772266,"S",-1,2,2,";(Z)-6,7-Dimethoxy-2-(1-methyl-5-nitroimidazole-2-ylmeth...",NA,"COc1ccc2C(=O)\C(=C\c3ncc([N+](=O)[O-])n3C)\Oc2c1OC",0,NA
772268,"S",-1,2,2,";(Z)-7-Methyl-2-(1-methyl-4-nitroimidazole-5-ylmethylene...",NA,"Cc1cccc2C(=O)\C(=C\c3ncc([N+](=O)[O-])n3C)\Oc12",0,NA
772271,"S",-1,1,1,";(Z)-5-Bromo-2-(5-nitrofuran-2-ylmethylene)-3(2H)-benzof...",NA,"[O-][N+](=O)c1oc(\C=C\2/Oc3ccc(Br)cc3C2=O)cc1",0,NA
772274,"S",-1,2,2,";(Z)-6-Methoxy-2-(1-methyl-5-nitroimidazole-2-ylmethylen...",NA,"COc1ccc2C(=O)\C(=C\c3ncc([N+](=O)[O-])n3C)\Oc2c1",0,NA
772277,"S",-1,2,2,";(Z)-5-Methoxy-2-(5-nitrofuran-2-ylmethylene)-3(2H)-benz...",NA,"COc1ccc2O\C(=C/c3oc(cc3)[N+](=O)[O-])\C(=O)c2c1",0,NA
772278,"S",-1,2,2,";(Z)-6-Methoxy-2-(5-nitrofuran-2-ylmethylene)-3(2H)-benz...",NA,"COc1ccc2C(=O)\C(=C\c3oc(cc3)[N+](=O)[O-])\Oc2c1",0,NA
772279,"S",-1,1,1,";(Z)-6-Methyl-2-(5-nitrofuran-2-ylmethylene)-3(2H)-benzo...",NA,"Cc1ccc2C(=O)\C(=C\c3oc(cc3)[N+](=O)[O-])\Oc2c1",0,NA
772280,"S",-1,2,2,";(Z)-5-Chloro-2-(5-nitrofuran-2-ylmethylene)-3(2H)-benzo...",NA,"[O-][N+](=O)c1oc(\C=C\2/Oc3ccc(Cl)cc3C2=O)cc1",0,NA
772281,"S",-1,2,2,"(z)-2-(5-nitrofuran-2-ylmethylene)-3(2h)-benzofuranone","","[O-][N+](=O)c1oc(\C=C\2/Oc3ccccc3C2=O)cc1",0,""
772282,"S",-1,2,2,"(z)-2-(5-nitrothiophene-2-ylmethylene)-3(2h)-benzofuranone","","[O-][N+](=O)c1ccc(\C=C\2/Oc3ccccc3C2=O)s1",0,""
772283,"S",-1,2,2,";(Z)-5-Chloro-2-(5-nitrothiophene-2-ylmethylene)-3(2H)-b...",NA,"[O-][N+](=O)c1ccc(\C=C\2/Oc3ccc(Cl)cc3C2=O)s1",0,NA
772284,"S",-1,2,2,";(Z)-7-Methoxy-2-(5-nitrothiophene-2-ylmethylene)-3(2H)-...",NA,"COc1cccc2C(=O)\C(=C\c3ccc(s3)[N+](=O)[O-])\Oc12",0,NA
772285,"S",-1,2,2,";(Z)-6-Chloro-2-(5-nitrothiophene-2-ylmethylene)-3(2H)-b...",NA,"[O-][N+](=O)c1ccc(\C=C\2/Oc3cc(Cl)ccc3C2=O)s1",0,NA
772286,"S",-1,2,2,";(Z)-6-Methoxy-2-(5-nitrothiophene-2-ylmethylene)-3(2H)-...",NA,"COc1ccc2C(=O)\C(=C\c3ccc(s3)[N+](=O)[O-])\Oc2c1",0,NA
772287,"S",-1,2,2,";(Z)-5-Bromo-2-(5-nitrothiophene-2-ylmethylene)-3(2H)-be...",NA,"[O-][N+](=O)c1ccc(\C=C\2/Oc3ccc(Br)cc3C2=O)s1",0,NA
772288,"S",-1,2,2,";(Z)-5-Methoxy-2-(5-nitrothiophene-2-ylmethylene)-3(2H)-...",NA,"COc1ccc2O\C(=C/c3ccc(s3)[N+](=O)[O-])\C(=O)c2c1",0,NA
772289,"S",-1,2,1,";2-(3-aminopropyl)-7-(3-((2-methoxybenzyl)amino)propyl)b...",NA,"COc1ccccc1CNCCCN2C(=O)c3ccc4C(=O)N(CCCN)C(=O)c5ccc(C2=O)c3c45",0,NA
772290,"S",-1,2,2,"Pelitrexol isomer A","Clinical trial","Cc1cc(sc1CCC2CNC3=C(C2)C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O",0,"GARTF"
772291,"S",-1,2,2,"Pelitrexol isomer B","Clinical trial","Cc1cc(sc1CCC2CNC3=C(C2)C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O",0,"GARTF"
772296,"S",-1,1,1,"imap","","Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5",0,""
772317,"S",-1,1,1,"",NA,"CC1=CC(=O)N2N=Nc3c(ccc4ccccc34)N12",0,NA
772330,"S",-1,1,1,"",NA,"Fc1ccc(Nc2c(cnc3ccc(NCc4c[nH]cn4)cc23)C#N)cc1Cl",0,NA
772341,"S",-1,1,1,"",NA,"c1cccc2c1cc1c([N]3=Cc4cc(ccc4[O-][Ni+2]43[N]1=Cc1c(ccc(c1)C[N+](CC)(CC)CC)[O-]4)C[N+](CC)(CC)CC)c2.[Cl](=O)(=O)(=O)[O-].[Cl](=O)(=O)(=O)[O-]",0,NA
772344,"S",-1,1,1,"",NA,"Fc1ccc(cc1Cl)N2N=Nc3c(sc4ccccc34)C2=O",0,NA
772345,"S",-1,1,1,"",NA,"Cc1ccc(cc1)N2N=Nc3c(sc4ccccc34)C2=O",0,NA
772351,"S",-1,2,2,"XL-888","Clinical trial","CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c4ccc(cn4)C(=O)C5CC5)c(C)cc1C(=O)N",0,"HSP90"
772438,"S",-1,2,2,"",NA,"NC(=N)c1ccc(cc1F)c2ccc(s2)c3cccs3",0,NA
772451,"S",-1,1,1,"(r)-methyl 2-cinnamamido-3-(1h-indol-3-yl)propanoate","","COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)\C=C\c3ccccc3",0,""
772469,"S",-1,2,2,"IPI-145","FDA approved","C[C@H](Nc1ncnc2[nH]cnc12)C3=Cc4cccc(Cl)c4C(=O)N3c5ccccc5",0,"PK:PIK3"
772488,"S",-1,2,2,";3-amino-5-hydroxy-N-(3-nitrophenyl)-5,6,7,8-tetrahydrot...",NA,"Nc1c(sc2nc3CCCC(O)c3cc12)C(=O)Nc4cccc(c4)[N+](=O)[O-]",0,NA
772489,"S",-1,2,2,";3-amino-5-hydroxy-N-(3-(trifluoromethyl)phenyl)-5,6,7,8...",NA,"Nc1c(sc2nc3CCCC(O)c3cc12)C(=O)Nc4cccc(c4)C(F)(F)F",0,NA
772490,"S",-1,2,2,";3-amino-N-(3,4-dimethylphenyl)-5-oxo-5,6,7,8-tetrahydro...",NA,"Cc1ccc(NC(=O)c2sc3nc4CCCC(=O)c4cc3c2N)cc1C",0,NA
772491,"S",-1,2,2,";3-amino-N-(2-ethylphenyl)-5-oxo-5,6,7,8-tetrahydrothien...",NA,"CCc1ccccc1NC(=O)c2sc3nc4CCCC(=O)c4cc3c2N",0,NA
772494,"S",-1,2,2,";3-amino-N-(2-ethyl-6-methylphenyl)-5-oxo-5,6,7,8-tetrah...",NA,"CCc1cccc(C)c1NC(=O)c2sc3nc4CCCC(=O)c4cc3c2N",0,NA
772496,"S",-1,1,1,";3-amino-N-(2,3-dichlorophenyl)-5-oxo-5,6,7,8-tetrahydro...",NA,"Nc1c(sc2nc3CCCC(=O)c3cc12)C(=O)Nc4cccc(Cl)c4Cl",0,NA
772533,"S",-1,2,2,"",NA,"COc1cccc(c1)n2cc(nn2)c3nc(Nc4cc(C)[nH]n4)c5ccccc5n3",0,NA
772536,"S",-1,1,1,"",NA,"CC#CC1=Nc2ccccc2C(=O)N1",0,NA
772537,"S",-1,2,1,"",NA,"Cc1cc(Nc2nc(nc3ccccc23)C#C)n[nH]1",0,NA
772538,"S",-1,2,2,"",NA,"O=C1NC(=Nc2ccccc12)C#C",0,NA
772541,"S",-1,2,2,"",NA,"Cc1cc(Nc2nc(nc3ccccc23)c4cccnc4)n[nH]1",0,NA
772542,"S",-1,1,1,"",NA,"Cc1cc(Nc2nc(nc3ccccc23)c4ccncc4)n[nH]1",0,NA
772544,"S",-1,2,2,"",NA,"COc1ccc(cc1)c2nc(Nc3cc(C)[nH]n3)c4ccccc4n2",0,NA
772545,"S",-1,1,1,"",NA,"CCOC(=O)N1CCN(CC1)c2nc(Nc3cc(C)[nH]n3)c4ccccc4n2",0,NA
772548,"S",-1,1,1,"",NA,"Cc1cc(Nc2nc(nc3ccccc23)C(=O)Nc4ccccc4)n[nH]1",0,NA
772555,"S",-1,1,1,"",NA,"Cc1cc(Nc2nc(nc3ccccc23)N4CCOCC4)n[nH]1",0,NA
772557,"S",-1,1,1,"",NA,"Cc1cc(Nc2nc(nc3ccccc23)c4cn(nn4)c5ccc(Cl)cc5)n[nH]1",0,NA
772561,"S",-1,1,1,";3-(3,5-dimethylisoxazol-4-yl)-5-(hydroxy(phenyl)methyl)...",NA,"Cc1onc(C)c1c2cc(O)cc(c2)C(O)c3ccccc3",0,NA
772563,"S",-1,2,2,"ARRY-704","Clinical trial","CN1C(=O)C(=CC(=C1Nc2ccc(I)cc2F)C(=O)NOCCO)C",0,"PK:MAP2K,MAP2K1,MAP2K2"
772564,"S",-1,1,1,"IDH-C227","Clinical trial","Cc1ccccc1C(N(C(=O)CNc2ccc(cc2)C#N)c3cccc(F)c3)C(=O)NC4CCCCC4",0,"IDH1"
772595,"S",-1,2,2,"KPT-185","Clinical trial","COc1cc(cc(c1)C(F)(F)F)c2ncn(\C=C/C(=O)OC(C)C)n2",0,"XPO1"
772637,"S",-1,1,1,"",NA,"COc1ccc(cc1)c2nsc3C(CC(=O)Nc23)c4cccc(F)c4",0,NA
772643,"S",-1,1,1,"",NA,"Nc1nonc1c2nc3ccccc3n2Cc4ccccc4Cl",0,NA
772654,"S",-1,1,1,"",NA,"Nc1nonc1c2nc3ccccc3n2CC(=O)Nc4ccc(F)cc4F",0,NA
772664,"S",-1,1,1,"",NA,"Nc1nonc1c2nc3ccccc3n2Cc4ccc(F)cc4",0,NA
772665,"S",-1,1,1,"",NA,"COc1cc(NC(=O)Cn2c(nc3ccccc23)c4nonc4N)cc(OC)c1OC",0,NA
772666,"S",-1,1,1,"",NA,"COc1cccc(Cn2c(nc3ccccc23)c4nonc4NC(=O)C)c1",0,NA
772801,"S",-1,2,1,"",NA,"COc1ccc(\C=C\C(=N\OCC(=O)Nc2ccc(Cl)cc2)\C)cc1",0,NA
772810,"S",-1,1,1,"",NA,"COc1ccc(cc1)S(=O)(=O)NCCCNc2nccc(n2)c3c(nc4sccn34)c5ccc(F)cc5",0,NA
772811,"S",-1,1,1,"",NA,"Cc1ccc(cc1)S(=O)(=O)NCCNc2nccc(n2)c3c(nc4sccn34)c5ccc(F)cc5",0,NA
772812,"S",-1,1,1,"",NA,"Fc1ccc(cc1)c2nc3sccn3c2c4ccnc(NCCCNS(=O)(=O)c5ccc6ccccc6c5)n4",0,NA
772813,"S",-1,1,1,"",NA,"Oc1ccc(cc1)S(=O)(=O)NCCNc2nccc(n2)c3c(nc4sccn34)c5ccc(F)cc5",0,NA
772816,"S",-1,1,1,"",NA,"Fc1ccc(cc1)c2nc3sccn3c2c4ccnc(NCCCNS(=O)(=O)c5ccc(F)cc5)n4",0,NA
772821,"S",-1,2,1,"",NA,"COc1ccc(cc1Cl)c2nn(cc2c3ccncc3)c4cccc(NC(=O)Nc5cc(cc(c5)C(F)(F)F)C(F)(F)F)c4",0,NA
772823,"S",-1,1,1,"",NA,"COc1ccc(cc1Cl)c2nn(cc2c3ccncc3)c4cccc(NC(=O)c5ccc6OCCOc6c5)c4",0,NA
772825,"S",-1,1,1,"",NA,"COc1ccc(cc1Cl)c2nn(cc2c3ccncc3)c4cccc(NC(=O)c5ccc(N6CCOCC6)c(c5)C(F)(F)F)c4",0,NA
772827,"S",-1,1,1,"",NA,"COc1ccc(cc1Cl)c2nn(cc2c3ccncc3)c4cccc(NC(=O)c5cccc(c5)C(F)(F)F)c4",0,NA
772828,"S",-1,1,1,"",NA,"COc1ccc(cc1Cl)c2nn(cc2c3ccncc3)c4cccc(NC(=O)Nc5cccc(c5)C(F)(F)F)c4",0,NA
