nsc	name	testing_status	mechanism
720205	N-(2-Fluorophenyl)-N-(2-hydroxy-2-phenylethyl)-p-toluenesulfonamide		
720207	N-(2-Fluorophenyl)-N-(2-hydroxycyclohexyl)-p-toluenesulfonamide		
720229	4-(4-Carbazol-9-ylbutanoylamino)-N-[3-(dimethylamino)propyl]-1-methylpyrrole-2-carboxamide		
720230	Methyl 1-methyl-4-[[1-methyl-4-[(1-methyl-4-nitropyrrole-2-carbonyl)amino]pyrrole-2-carbonyl]amino]pyrrole-2-carboxylate		
720236	STK979731		
720238	5-Bromo-N-[(E)-[(E)-3-(5-nitrofuran-2-yl)prop-2-enylidene]amino]thiophene-2-carboxamide		
720239	Methyl N-[6-(thiophene-2-carbonylamino)-1H-benzimidazol-2-yl]carbamate		
720240	"2-Butyl-N,N'-bis[(E)-(5-nitrofuran-2-yl)methylideneamino]propanediamide"		
720243	Methyl 2-[[2-(methoxycarbonylamino)-3H-benzimidazol-5-yl]sulfonylamino]-4-methylpentanoate		
720245	Methyl N-[6-(thiophen-2-ylsulfonylamino)-1H-benzimidazol-2-yl]carbamate		
720248	Methyl N-[6-[(4-fluorophenyl)sulfonylamino]-1H-benzimidazol-2-yl]carbamate		
720250	"5-[(2E)-2-[(2,4-Dichlorophenyl)methylidene]hydrazinyl]-4,6-dinitro-1,3-dihydrobenzimidazol-2-one"		
720255	[1-[(E)-(5-Nitrofuran-2-yl)methylideneamino]benzimidazol-2-yl]methanol		
720262	(-)-Huprine Y		
720283	4-Fluoro-2-(4-amino-3-cyanophenyl)benzothiazole		
720284	6-Fluoro-2-(4-amino-3-cyanophenyl)benzothiazole		
720285	2-(4-amino-3-(phenylacetylenyl)phenyl)benzothiazole		
720286	2-(4-Amino-3-(trimethylsilylaceylenyl)phenyl)benzothiazole		
720288	N-[3-[[3-benzoyl-4-(4-tolylacetylamino)phenyl]amino]-3-o...		
720290	"Methyl-7.alpha.,12.alpha.-Diacetoxy-5.beta.-cholan-24-oa..."		
720292	"7.alpha.,12.alpha.-Diacetoxy-5.beta.-cholan-24-amide-3-s..."		
720293	"N-(n-propyl)-7.alpha.,12.alpha.-Diacetoxy-5.beta.-cholan..."		
720294	"N-methylen-(methoxycarbonyl)-7.alpha.,12.alpha.-diacetox..."		
720295	"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa..."		
720296	"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa..."		
720297	"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa..."		
720299	"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa..."		
720300	"Methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa..."		
720303	"N-ethyl 7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-a..."		
720305	"7.alpha.,12.alpha.-Diacetoxy-5.beta.-cholan-24-amide-3-s..."		
720306	"N-ethyl 7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-a..."		
720308	Fusion protein 59 (FP59) plus Protective Antigen (PA)at ...		
720320	"1,6-bis-(2,6-difluorobenzyl)-2-(2,6-difluorophenyl)-5-me..."		
720321	"1,5-bis-(2,6-difluorobenzyl)-2-(2,6-difluorophenyl)-6-me..."		
720322	"1,5-bis-(2-chloro-6-fluorobenzyl)-2-(2-chloro-6-fluoro-p..."		
720323	"1-(3,4-dihydroxybenzyl)-2-(3,4-dihydroxyphenyl)benzimida..."		
720325	"11-(4'-Bromobutylidene)-5,6-dihydro-2,3-dimethoxy-6-meth..."		
720326	"2-(5,6,7-Trimethoxyindol-2-carbonyl)amino-4H-pyrazolo[1,..."		
720329	"Methyl 2',5'-dihydroxy-3-oxospiro[1H-indene-2,3'-2H-1-benzofuran]-4'-carboxylate"		
720336	"Methyl 2-hydroxy-5-methyl-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate"		
720338	"Methyl 2-hydroxy-5-(2-methoxybenzyl)-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate"		
720340	"Methyl 5-(3,5-dimethoxybenzyl)-2-hydroxy-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate"		
720341	"Methyl 2-hydroxy-5-(4-methoxyphenyl)-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate"		
720343	"Methyl 5-benzyl-2-hydroxy-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate"		
720344	"Methyl 2-hydroxy-5-(4-methoxybenzyl)-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate"		
720345	4-[2-(4-Fluoro-phenyl)-vinyl]-benzenesulfonamide		
720346	4-(4-Hydroxy-phenylazo)-benzenesulfonamide		
720347	"4-(3,4-Dihydroxy-phenylazo)-benzenesulfonamide"		
720352	4-[2-(4-Dimethylamino-phenyl)-vinyl]-benzenesulfonamide		
720354	4-[2-(4-Hydroxy-phenyl)-vinyl]-benzenesulfonamide		
720357	"4-[2-(3,4-Dihydroxy-phenyl)-vinyl]-benzenesulfonamide"		
720374	"1-(4-nitrophenyl)-3-methyl-6,7-methylenedioxy-isoquinoline"		
720379	"Methyl 2-[6-(4-aminobenzoyl)-1,3-benzodioxol-5-yl]acetate"		
720382	"2.beta.,3.beta.-Epoxyestr-5(10)-en-1,4,17-trione"		
720384	"10.beta.-Hydroxy-1.beta.,2.beta.,4.beta.,5.beta.diepoxye..."		
720385	"N-(n-propyl)-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan..."		
720386	Methyl-12.alpha.-acetoxy-5.beta.cholan-24-oate-3-spiro-6...		
720388	"Bis(N-methylen-(methoxycarbonyl)-3-dioxy-7.alpha.,12.alp..."		
720413	"6-Ethoxy-2-(3-oxo-5-phenyl-2,3-dihydrofuran-2-yl)-2h-1,4-benzothiazin-3(4h)-one"		
720416	Ethyl 3-amino-2-bromo-2-(4-bromo-2-hydroxy-3-oxo-5-phenylfuran-2-yl)-3-oxopropanoate		
720421	"(Z)-1-(1,5-Diphenylpyrazol-3-yl)-3-hydroxy-3-phenylprop-2-en-1-one"		
720422	"1-[2-(3,3-Dimethyl-2-oxobutyl)-2-hydroxy-1,4-benzothiazin-3-yl]-3,3-dimethylbutan-2-one"		
720425	"3-[2-(4-Bromophenyl)-2-oxoethyl]-1,5,6,7,8,4a,8a-heptahydroquinoxalin-2-one"		
720426	TimTec1_002753		
720427	"2-(4-Nitrophenyl)-6-phenyl-5-(phenylcarbonyl)-1,2-dihydropyridazine-3,4-dione"		
720429	"2-[(2Z)-2-Phenacylidene-1,4-benzothiazin-3-yl]-1-phenylethanone"		
720431	"2-[3-[(Z)-2-Hydroxy-2-phenylethenyl]pyrido[2,3-b]pyrazin-2-yl]-1-phenylethanone"		
720438	"1-[5-(3,3-Dimethyl-2-oxobutyl)-2,4,5-trihydroxyfuran-2-yl]-3,3-dimethylbutan-2-one"		
720442	"3-[2-(2,4-Dimethylphenyl)-2-oxoethylidene]-4H-benzo[e]1,4-thiazin-2-one"		
720444	"2-[3-Oxo-5-phenyl-4-(phenylcarbonyl)furan-2(3h)-ylidene]-1,3-diphenylpropane-1,3-dione"		
720446	(3Z)-3-[Bis[4-(dimethylamino)phenyl]methylidenehydrazinylidene]-1H-indol-2-one		
720447	STK762189		
720450	ZEZNXEJCMWBVFC-UHFFFAOYSA-N		
720452	"(Z)-2-[3-[(Z)-2-Hydroxy-2-(4-methoxyphenyl)ethenyl]pyrido[2,3-b]pyrazin-2-yl]-1-(4-methoxyphenyl)ethenol"		
720459	"Prop-2-enyl 6,7-dichloro-3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-carboxylate"		
720462	Benzyl 3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-carboxylate		
720465	"(6,7-Dichloro-3-methyl-1,4-dioxido-quinoxaline-1,4-diium-2-yl)-phenyl-methanone"		
720468	"2-Quinoxalinecarboxylic acid, 6,7-dichloro-3-methyl-, ethyl ester, 1,4-dioxide"		
720481	(E)-2-[3-(trifluoromethyl)phenoxymethyl]phenyl-3-methoxy...		
720482	Methyl (E)-2-[2-(pentafluorophenoxy)]phenyl-3-methoxypro...		
720484	"N-[2-(Dimethylamino)ethyl]-2-hydroxy-5-[(2-methoxyphenyl)methyl]-6,11-dioxobenzo[b]carbazole-1-carboxamide"		
720485	"5-[(3,5-Dimethoxyphenyl)methyl]-N-[2-(dimethylamino)ethyl]-2-hydroxy-6,11-dioxobenzo[b]carbazole-1-carboxamide"		
720486	"N-[2-(Dimethylamino)ethyl]-2-hydroxy-6,11-dioxo-5-(2-phenylethyl)benzo[b]carbazole-1-carboxamide"		
720489	"Ethyl 7-benzyl-6a-hydroxy-8-methyl-1,3,4-trioxo-2-phenyl-3aH-pyrrolo[3,4-d]indole-9-carboxylate"		
720490	"[6,11-Diacetyloxy-5-[(3-methylphenyl)methyl]benzo[b]carbazol-2-yl] acetate"		
720491	"Methyl 2,6-bis(acetyloxy)-5-methyl-5h-benzo[b]carbazole-1-carboxylate"		
720492	"Methyl 2,6,11-tris(acetyloxy)-5-methyl-5h-benzo[b]carbazole-1-carboxylate"		
720493	"Methyl 2-(acetyloxy)-5-methyl-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate"		
720495	"Methyl 2,6,11-tris(acetyloxy)-5-(3,5-dimethoxybenzyl)-5h-benzo[b]carbazole-1-carboxylate"		
720497	"Methyl 2,6,11-tris(acetyloxy)-5-benzyl-5h-benzo[b]carbazole-1-carboxylate"		
720529	"N-(6'-Chrysenyl)-4-(1'-piperidinyl)-D-2,3-dioxalono-buta..."		
720530	Cis-N-(1'-Phenyl)-3-acetoxy-4-phenanthrenyl-2-azetidinone		
720531	"N,N-(6',12'-Chrysenyl)-bis[4-(4'N-methyl-piperazinyl)-bu..."		
720538	2-(6-(2-imidazolino)-2-benzthiazolyl)-5-(4-(2-imidazolin...		
720553	"(NE)-N-[1-[4-(furo[2,3-b]quinolin-4-ylamino)phenyl]ethylidene]hydroxylamine"		
720554	"N-[4-[(E)-N-Methoxy-C-methylcarbonimidoyl]phenyl]furo[2,3-b]quinolin-4-amine"		
720555	CIL-102		
720556	"(NE)-N-[1-[3-(furo[2,3-b]quinolin-4-ylamino)phenyl]ethylidene]hydroxylamine"		
720557	"N-[3-[(E)-N-Methoxy-C-methylcarbonimidoyl]phenyl]furo[2,3-b]quinolin-4-amine"		
720558	"1-[3-(Furo[2,3-b]quinolin-4-ylamino)phenyl]ethanone"		
720559	"[3-Amino-5-(furo[2,3-b]quinolin-4-ylamino)phenyl]methanol"		
720560	"1-[4-(Furo[3,2-c]quinolin-4-ylamino)phenyl]ethanone"		
720561	"(NE)-N-[1-[4-(furo[3,2-c]quinolin-4-ylamino)phenyl]ethylidene]hydroxylamine"		
720563	"5-[4-(Furo[3,2-c]quinolin-4-ylamino)phenyl]-5-methyl-3-methylidenedihydrofuran-2(3h)-one"		
720564	"1-[3-(Furo[3,2-c]quinolin-4-ylamino)phenyl]ethanone"		
720565	"(NE)-N-[1-[3-(furo[3,2-c]quinolin-4-ylamino)phenyl]ethylidene]hydroxylamine"		
720566	"N-[3-[(E)-N-Methoxy-C-methylcarbonimidoyl]phenyl]furo[3,2-c]quinolin-4-amine"		
720567	"5-[3-(Furo[3,2-c]quinolin-4-ylamino)phenyl]-5-methyl-3-methylidenedihydrofuran-2(3h)-one"		
720570	4-Acridin-9-yloxybenzaldehyde		
720571	1-[4-(Acridin-9-yloxy)phenyl]ethanone		
720587	4-[(4-Sulfamoyl-phenylimino)-methyl]-benzoic acid methyl...		
720590	4-[2-(3-Methoxy-phenyl)-vinyl]-benzenesulfonamide		
720591	Yuccaol C		
720592	Yuccaol A		
720597	Oncocalyxone A		
720603	2-mercapto-6-(6-sulfonate-8-hydroxy santonic acid)-benzo...		
720611	"8-(5-Amino-3-phenyl-1h-pyrazol-1-yl)-1,3-dimethyl-3,7-dihydro-1h-purine-2,6-dione"		
720612	"8-[5-Amino-3-(4-methylphenyl)-1h-pyrazol-1-yl]-1,3-dimethyl-3,7-dihydro-1h-purine-2,6-dione"		
720614	"8-[5-Amino-3-(4-chlorophenyl)-1h-pyrazol-1-yl]-1,3,7-trimethyl-3,7-dihydro-1h-purine-2,6-dione"		
720616	"8-[(2E)-2-(3-Butyl-4-oxo-1,3-thiazolidin-2-ylidene)hydrazinyl]-1,3-dimethyl-7H-purine-2,6-dione"		
720619	"8-[(2E)-2-(3-Benzyl-4-oxo-1,3-thiazolidin-2-ylidene)hydrazinyl]-1,3,7-trimethylpurine-2,6-dione"		
720622	4-(4-Dimethylaminobenzyliden)-1-methyl-6-nitro-2-phenyl-...		
720623	"11-(4-Dimethylaminobenzyliden)-6-methyl-7,8,9,10-tetrahy..."		
720628	"3-(5-nitro-2-furyl)-2-(benzyl-1,3,4-triazol-2-yl)-acrylo..."		
720634	2-benzoyl-3-(4-chloro-5-methyl-2-sulfidophenylsulfonylam...		
720635	2-(4-chlorobenzyl)-3-(4-chloro-5-methyl-2-sulfidophenyls...		
720637	Ethyl 3-(4-chloro-5-methyl-2-sulfidophenylamino)-3-(4-di...		
720641	"8-chloro-3-(3,5-dimethoxyphenylamino)-7-methyl-1,2,4-tri..."		
720642	"8-chloro-3-phenylamino-7-methoxycarbonyl-1,2,4-triazolo[..."		
720657	"2(3H)-Thiazolethione, 4-amino-5-(2-benzoxazolyl)-3-butyl-"		
720659	"2(3H)-Thiazolethione, 4-amino-5-(2-benzoxazolyl)-3-(4-chlorophenyl)-"		
720673	[[2-Oxo-1-(triphenyl-lambda5-phosphanylidene)propyl]-phenyl-lambda3-iodanyl] 4-methylbenzenesulfonate		
720674	Methyl 2-[(4-methylphenyl)sulfonyloxy-phenyl-lambda3-iodanyl]-2-(triphenyl-lambda5-phosphanylidene)acetate		
720688	"16-[2-(Dimethylamino)ethyl]-5-methoxy-10-(2-piperidin-1-ylethyl)-1,9,10,16-tetrazapentacyclo[9.6.2.02,7.08,19.014,18]nonadeca-2(7),3,5,8,11(19),12,14(18)-heptaene-15,17-dione;hydrochloride"		
720689	1-[2-(Dimethylamino)ethylamino]-N-[3-[3-[[1-[2-(dimethylamino)ethylamino]-9-oxo-10H-acridine-4-carbonyl]amino]propyl-methylamino]propyl]-9-oxo-10H-acridine-4-carboxamide;hydrochloride		
720690	"Paracymene-ruthenium(II)-1,3,5-triaza-7-phosphaadamantan..."		
720700	"(2r,3r)-2,3-Bis[(benzyloxy)methyl]-1,4-dioxaspiro[4.5]deca-6,9-dien-8-one"		
720702	"(2R,3R)-2,3-Dibenzyl-1,4-dioxaspiro[4.5]deca-6,9-dien-8-one"		
720703	"(2s,3s)-2,3-Bis(2-methoxybenzyl)-1,4-dioxaspiro[4.5]deca-6,9-dien-8-one"		
720704	"(2S,3S)-2,3-bis(p-anisyl)-1,4-dioxaspiro[4.5]deca-6,9-dien-8-one"		
720706	"S-[(2R,3R)-8-Oxo-2,3-diphenyl-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate"		
720707	"S-[(2S,3S)-2,3-Dibenzyl-8-oxo-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate"		
720708	"S-[(2S,3S)-2,3-Bis[(2-methoxyphenyl)methyl]-8-oxo-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate"		
720709	"(2s,3s)-2,3-Bis(4-methoxybenzyl)-10-(phenylsulfanyl)-1,4-dioxaspiro[4.5]dec-6-en-8-one"		
720710	"S-[(2R,3R)-2,3-Dicyclohexyl-8-oxo-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate"		
720715	"Methyl 2-hydroxy-6,11-dioxo-5-(pyridin-2-ylmethyl)benzo[b]carbazole-1-carboxylate"		
720716	"Methyl 5-(3,5-dimethoxybenzyl)-2-hydroxy-5h-benzo[b]carbazole-1-carboxylate"		
720719	"Methyl 5-[2-(3,4-dimethoxyphenyl)ethyl]-2,6-dihydroxy-5h-benzo[b]carbazole-1-carboxylate"		
720720	"Methyl 5-(2-chlorobenzyl)-2-hydroxy-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate"		
720722	"Methyl 5-ethyl-2,6-dihydroxy-5h-benzo[b]carbazole-1-carboxylate"		
720724	"Naphtho[2,3-b][1]benzofuran-2,6-diol"		
720725	"5-(3,5-Dimethoxybenzyl)-2-hydroxy-5h-benzo[b]carbazole-6,11-dione"		
720726	"2-Hydroxy-5-(4-methoxyphenyl)-5h-benzo[b]carbazole-6,11-dione"		
720727	"1-[(Dimethylamino)methyl]-2-hydroxy-5-(4-methoxyphenyl)-5h-benzo[b]carbazole-6,11-dione"		
720732	"6,7-dimethyl-1,4-di-N-oxide-3-methylquinoxalin-2-yl-4-(4..."		
720742	"2-Methylpropyl N-[4-[(5-pentyl-1,3,4-thiadiazol-2-yl)sulfamoyl]phenyl]carbamate"		
720760	STK741596		
720765	Methyl (E)-O-methyloxyimino-2-[2-(trifluoromethyl)phenox...		
720792	4-(4-Dimethylaminobenzyliden)-2-(3-dimethylaminopropylam...		
720793	4-(4-Dimethylaminobenzyliden-1-methyl-2-[N'-(3-trimethyl...		
720795	Dehydrobrachylaenolide		
720800	"2-Methoxyethyl 6,7-dichloro-3-methyl-4-oxido-1-oxoquinoxalin-1-ium-2-carboxylate"		
720812	Rhuschalcone I		
720841	massoia lactone		
720858	(5Z)-3-bromo-5-[(4-hydroxyphenyl)methylene]-4-(3-chloro-...		
720859	"3,3',5,5'-tetramethyl-N,N-Bis(pyrazol-1-ylmethyl)aniline"		
720860	"3,3'-dimethoxycarbonyl-5,5'-dimethyl-N,N-Bis(pyrazol-1-y..."		
720861	"3,3'-dimethoxycarbonyl-5,5'-dimethyl-N,N-Bis(pyrazol-1-y..."		
720862	"3,3',5,5'-tetra-methyl-N,N-Bis(pyrazol-1-ylmethyl)cycloh..."		
720865	"4-{bis[(3,5-dimethyl-1H-pyrazol-1-yl)methyl]amino}-1-but..."		
720872	"3-(3-Hydroxy-4-methoxybenzyl)-5,7-dihydroxychroman-4-one"		
720873	"3-(4-Hydroxybenzyl)-5,7-dihydroxy-6-methoxychroman-4-one"		
720874	"3-(4-Methoxybenzyl)-5,7-dimethoxychroman-4-one"		
720934	"2-[3,4,5-(trimethoxy)anilino]-3-phenyl-5,7-diammino quin..."		
720935	"2-[4-(methoxy)phenoxy]-3-phenyl-5,7-diamminoquinoxaline"		
720936	"2-[[3,5-(dimethoxy)phenoxy]amminomethyl]-3-phenyl-5,7-di..."		
720946	"[3,4,5-Trihydroxy-6-[[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl] 4,4-dimethylnonanoate"		
720985	"Ethyl 5-hydroxy-1,2-dimethyl-1,6,7,8,9,10-hexahydropyrrolo[3,2-c]carbazole-3-carboxylate"		
720986	"Ethyl 1-benzyl-5-hydroxy-2-methyl-1,6,7,8,9,10-hexahydropyrrolo[3,2-c]carbazole-3-carboxylate"		
720987	"Ethyl 4-(4-chloroanilino)-7-(4-chlorophenyl)-6a-hydroxy-8-methyl-1,3-dioxo-2-phenylpyrrolo[3,4-d]indole-9-carboxylate"		
720989	"9-Benzoyl-6a-hydroxy-6-methoxy-8-methyl-2-phenyl-3a,5,6,7-tetrahydropyrrolo[3,4-d]indole-1,3,4-trione"		
720991	"Ethyl 7-(4-chlorophenyl)-6a-hydroxy-8-methyl-1,3,4-trioxo-2-phenyl-3aH-pyrrolo[3,4-d]indole-9-carboxylate"		
720992	"Ethyl 15-(4-chlorophenyl)-9,14-dihydroxy-16-methyl-2,11-dioxo-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-17-carboxylate"		
720993	"Ethyl 9,14-dihydroxy-15-(4-methoxyphenyl)-16-methyl-2,11-dioxo-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-17-carboxylate"		
720995	"1-Acetyl-2-hydroxy-5-methyl-5h-benzo[b]carbazole-6,11-dione"		
721019	"3,4-Diacetoxyestra-1,3,5(10),9(11)-tetraen-17-one"		
721037	"1-[3-(11H-Indolo[3,2-c]quinolin-6-ylamino)phenyl]ethanone"		
721038	"1-{3-[(2-Chloro-11h-indolo[3,2-c]quinolin-6-yl)amino]phenyl}ethanone"		
721039	"{3-Amino-5-[(2-chloro-11h-indolo[3,2-c]quinolin-6-yl)amino]phenyl}methanol"		
721040	"(NZ)-N-[1-[3-(11H-indolo[3,2-c]quinolin-6-ylamino)phenyl]ethylidene]hydroxylamine"		
721041	"N-[3-[(Z)-N-Methoxy-C-methylcarbonimidoyl]phenyl]-11H-indolo[3,2-c]quinolin-6-amine"		
721045	"9-[(2E)-2-(4-Chlorophenyl)-2-hydroxyiminoethoxy]chromeno[3,4-b]chromene-6,12-dione"		
721046	1-Cyclopropyl-2-(4-hydroxyphenyl)quinolin-4(1h)-one		
721047	1-Cyclopropyl-2-(2-methoxyphenyl)quinolin-4(1h)-one		
721049	7Z-Plakortide H		
721051	12-epi-eupalmerone		
721052	Uprolide H		
721054	Elisabatin C		
721059	"3.beta.-Pregna-5,20-diene-.beta.-D-xylopyranoside"		
721062	"3,5-Diphenyl-7-(4-methoxyphenyl)-6,7-dihydro[1,2,3]triazolo[1,5-a]pyrimidine"		
721064	CBDivE_004393		
721065	STL045647		
721067	"3,9-Diphenyl-4,5,6,7,8,9-hexahydrotriazolo[5,1-b]quinazoline"		
721068	STK008961		
721070	STK010335		
721074	"1.beta.,2.alpha.,3.beta.,11.alpha.,-Tetrahydroxy-urs-12-ene"		
721075	claritin		
721080	"2,14-Diaza-12-azoniapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4,6,8,10,15,17,19,21-decaene;iodide"		
721081	"10,16-Dibromo-2,14-diaza-12-azoniapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4,6,8,10,15,17,19,21-decaene;iodide"		
721082	"10,14-Dimethyl-1,3,12,14-tetraza-10-azoniapentacyclo[11.7.0.03,11.04,9.015,20]icosa-4,6,8,10,12,15,17,19-octaene;iodide"		
721083	"10,14-Dithia-3,12-diaza-1-azoniapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),4,6,8,11,15,17,19-octaene;iodide"		
721084	"7,17-Dimethoxy-10,14-dithia-3,12-diaza-1-azoniapentacyclo[11.7.0.03,11.04,9.015,20]icosa-1(13),4(9),5,7,11,15(20),16,18-octaene;iodide"		
721095	"(4-Aminophenyl)(6-methyl-1,3-benzodioxol-5-yl)methanone"		
721116	5-Hydroxy-2-(hydroxymethyl)-1-[2-(1h-indol-3-yl)ethyl]pyridin-4(1h)-one		
721120	3-(Benzyloxy)-1-[2-(1h-indol-3-yl)ethyl]-2-methylpyridin-4(1h)-one		
721124	3-Hydroxy-1-[2-(1h-indol-3-yl)ethyl]-2-methylpyridin-4(1h)-one		
721125	"1-[2-(3,4-Dimethoxyphenyl)ethyl]-3-hydroxy-2-methylpyridin-4(1h)-one"		
721126	3-Hydroxy-1-[2-(4-hydroxyphenyl)ethyl]-2-methylpyridin-4(1h)-one		
721127	2-[(2-Aminophenoxy)methyl]-5-(benzyloxy)-4h-pyran-4-one		
721132	"3,5-Bis(4-hydroxy-4-methoxybenzylidene)-N-propyl-4-piper..."		
721140	"5-(p-chlorophenyl)-6,7-dihidrotieno(2,3-c)pyridin-7-one"		
721153	"4-Cyanomethyl-1-methyl-4H-pyrazolo[1,5-a]indolium triflu..."		
721154	"11-Cyanomethylen-2-methoxy-6-methyl-11H-indolo[1,2-b]ind..."		
721179	N-acetyl-nor-muramyl-1-O-benyl-L-alanyl-D-(gama)-isoglut...		
721184	3-(4-Hydroxyphenyl)-6-iodo-2-(2-thienyl)-3H-quinazolin-4...		
721187	N-(6-iodo-4-oxo-2-(2-thienyl)(3-hydroquinazolin-3-yl))be...		
721191	4-(6-iodo-4-oxo-2-(2-thienyl)-3H-quinazolin-3-yl)benzene...		
721196	6-Iodo-3-(phenylamino)-2-(2-thieny)-3H-quinazolin-4-one		
721273	4-Ethylthio-6-iodo-2-(2-thienyl)quinazoline		
721276	N-(6-iodo-4-oxo-2-(2-thienyl)(3-hydroquinazolin-3-yl))(p...		
721279	3-(1-aza-2-phenylvinyl)-6-iodo-2-(2-thienyl)-3H-quinazol...		
721294	Distomadine A		
721297	[Au(terpy)Cl]Cl2]		
721316	N-amino-2-(6-iodo-2-(2-thienyl)quinazolin-4-yloxy)ethana...		
721318	4-(((6-Iodo-2-(2-thienyl)quinazolin-4-yl)amino)methyl)be...		
721319	((4-((6-Iodo-2-(2-thienyl)quinazolin-4-yl) amino)phenyl)...		
721333	2-S-dimethylarsino-2-thiobenzoic acid		
721381	O-Methyl antimycin A1		
721382	Tremulacin		
721385	5-fluoro-2'-deoxyuridyl 5-nitrofuryl N-methyl-N-(4-chlor...		
721386	"5-Fluoro-2'-deoxyuridyl 2-(1,4-naphthoquinonyl)methyl N-..."		
721387	5-Fluoro-2'-deoxyuridyl 2-(5-methoxy-N-methylindoloquino...		
721388	5'-Arabinocytosyl 5-nitrofurfuryl N-methyl-N-(4-chlorobu...		
721389	"2',3'-Dideoxy-2',3'-didehydrothymidyl 5-nitrofurfuryl N-..."		
721390	"2',3'-dideoxy-2',3'-didehydrothymidyl 5-nitrofurfuryl N-..."		
721391	5-[1-[[4-[[4-Chlorobutyl(methyl)amino]-[(5-nitrofuran-2-yl)methoxy]phosphoryl]oxybenzoyl]amino]ethyl]-2-(cyclohexylmethoxy)benzamide		
721392	"5-[1-[[4-[[4-Chlorobutyl(methyl)amino]-[(1,4-dioxonaphthalen-2-yl)methoxy]phosphoryl]oxybenzoyl]amino]ethyl]-2-(cyclohexylmethoxy)benzamide"		
721393	5-[1-[[2-Acetamido-3-[4-[[4-chlorobutyl(methyl)amino]-[(5-nitrofuran-2-yl)methoxy]phosphoryl]oxyphenyl]propanoyl]amino]ethyl]-2-(cyclohexylmethoxy)benzamide		
721395	5-[1-[[4-[[[4-Chlorobutyl(methyl)amino]-[(5-nitrofuran-2-yl)methoxy]phosphoryl]amino]benzoyl]amino]ethyl]-2-(cyclohexylmethoxy)benzamide		
721398	"5-hydroxy-6, 7-dimethoxy-3-(4'-hydroxybenzyl)-4-chromanone"		
721400	"5-hydroxy-3',4', 7-trimethoxyspiro{2H-1-benzopyran, 7'-b..."		
721402	"5, 6, 7-trihydroxy-3', 4'-dimethoxyspiro{2H-1-benzopyran..."		
721403	"1,4-di-N-oxide-2-acethyl-3-bromomethylquinoxalina"		
721513	"2-(N,N-bis(2-bromoethyl)phosphorodiamidoxy)methyl-1-meth..."		
721514	"2-(N,N-bis(2-chloroethyl)phosphorodiamidoxy)methyl-1-met..."		
721515	"3-acetoxymethyl-1-methyl-5-methoxyindole-4,7-dione"		
721517	Zoledronate	FDA approved	AM|NonCan:Anti-bone resorp
721531	4-Amino-2-(4-chloroanilino)-5-(4-chlorobenzoyl)-N-phenyl-1H-pyrrole-3-carbothioamide		
721535	4-Amino-2-(benzylamino)-5-(4-chlorobenzoyl)-N-phenyl-1H-pyrrole-3-carbothioamide		
721554	4-Amino-2-(4-chloroanilino)-5-(4-methylbenzoyl)-N-phenyl-1H-pyrrole-3-carbothioamide		
721605	"2-(4-Ethyl)piperazinyl,3-(3',4'-dimethoxy)benzoyl Quinox..."		
721610	Malyngamide S		
721618	lissoclinolide tetrenolin		
721619	protoleucomelone		
