""	"NSC"	"NAME"	"SMILES"	"CONFIDENTIAL_FLAG"	"MOA"	"FDA_STATUS"	"TOTAL_EXPS"	"TOTAL_EXPS_AFTER_QC"	"PUBCHEM_ID"	"CAS"
"809870"	"809870"	"(Z)-7-(2-bromobenzylidene)-1,3-diethyl-1,3a,4,9a-tetrahy..."	"CCN1C2NN=C3S\C(=C/c4ccccc4Br)\C(=O)N3C2N(CC)C1=O"	0	NA	NA	2	2	NA	""
"809872"	"809872"	"(Z)-1,3-diethyl-7-(2-oxo-1-propylindolin-3-ylidene)-1,3a..."	"CCCN1C(=O)\C(=C\2/SC3=NNC4C(N(CC)C(=O)N4CC)N3C2=O)\c5ccccc15"	0	NA	NA	2	2	NA	""
"809877"	"809877"	"(Z)-1,3-diethyl-7-(1-isobutyl-2-oxoindolin-3-ylidene)-1,..."	"CCN1C2NN=C3S\C(=C\4/C(=O)N(CC(C)C)c5ccccc45)\C(=O)N3C2N(CC)C1=O"	0	NA	NA	2	2	NA	""
"809878"	"809878"	"(Z)-1,3-diethyl-7-(1-isopentyl-2-oxoindolin-3-ylidene)-1..."	"CCN1C2NN=C3S\C(=C\4/C(=O)N(CCC(C)C)c5ccccc45)\C(=O)N3C2N(CC)C1=O"	0	NA	NA	1	1	NA	""
"809940"	"809940"	"4-((E)-((E)-3-(2-methoxyphenyl)allylidene)amino)-1,3-dip..."	"C1(=S)N(C2C(N(C(=O)N2CCC)CCC)N1)/N=C/C=C/c1c(cccc1)OC"	0	NA	NA	2	2	NA	""
"809943"	"809943"	"(Z)-7-(2-fluorobenzylidene)-1,3-dimethyl-1,3a,4,9a-tetra..."	"O=C1N(C2C(N1C)NN=c1n2c(=O)/c(=C/c2c(cccc2)F)s1)C"	0	NA	NA	2	2	NA	""
"809944"	"809944"	"(Z)-7-(4-fluorobenzylidene)-1,3-dimethyl-1,3a,4,9a-tetra..."	"O=C1N(C2C(N1C)NN=c1n2c(=O)/c(=C/c2ccc(cc2)F)s1)C"	0	NA	NA	1	1	NA	""
"809946"	"809946"	"(Z)-7-((1H-pyrrol-2-yl)methylene)-1,3-diethyl-1,3a,4,9a-..."	"O=C1N(C2C(N1CC)NN=c1n2c(=O)/c(=C/c2ccc[nH]2)s1)CC"	0	NA	NA	2	2	NA	""
"809947"	"809947"	"(Z)-7-((1H-indol-2-yl)methylene)-1,3-diethyl-1,3a,4,9a-t..."	"O=C1N(C2C(N1CC)NN=c1n2c(=O)/c(=C/c2cc3c(cccc3)[nH]2)s1)CC"	0	NA	NA	2	2	NA	""
"809948"	"809948"	"(Z)-7-((1,2-dimethyl-1H-imidazol-5-yl)methylene)-1,3-die..."	"O=C1N(C2C(N1CC)NN=c1n2c(=O)/c(=C/c2cnc(n2C)C)s1)CC"	0	NA	NA	1	1	NA	""
"809960"	"809960"	"(Z)-1,3-diethyl-6-(1-methyl-2-oxoindolin-3-ylidene)-3,3a..."	"O=C1N(C2C(N1CC)Nn1c(=N2)s/c(=C2\C(=O)N(c3c2cccc3)C)c1=O)CC"	0	NA	NA	1	1	NA	""
"809964"	"809964"	"(Z)-1,3-diethyl-7-(thiophen-2-ylmethylene)-1,3a,4,9a-tet..."	"O=C1N(C2C(N1CC)NN=c1n2c(=O)/c(=C/c2sccc2)s1)CC"	0	NA	NA	2	2	NA	""
"809970"	"809970"	"LOXO-195"	"C[C@@H]1CCc2ncc(F)cc2[C@H]3CCCN3c4ccn5ncc(C(=O)N1)c5n4"	0	""	"Clinical trial"	1	1	NA	"2097002612"
"809971"	"809971"	"S-64315"	"COc1ccccc1c2nccc(COc3ccccc3C[C@@H](Oc4ncnc5sc(c6ccc(F)cc6)c(c7ccc(OCCN8CCN(C)CC8)c(Cl)c7C)c45)C(=O)O)n2"	0	""	"Clinical trial"	2	2	NA	""
"809972"	"809972"	"IACS-10759"	"Cc1nc(nn1Cc2cccc(c2)N3CCC(CC3)S(=O)(=O)C)c4onc(n4)c5ccc(OC(F)(F)F)cc5"	0	""	"Clinical trial"	2	2	NA	"1570496342"
"809973"	"809973"	"BAY-2402234"	"CCN1C(=NN(C1=O)c2cc(O[C@@H](C)C(F)(F)F)c(cc2F)C(=O)Nc3c(F)cccc3Cl)CO"	0	"DHODH"	"Clinical trial"	2	2	NA	""
"809975"	"809975"	""	"CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)OCc6ccc(cc6)B7OC(C)(C)C(C)(C)O7)cc15)[C@@](O)(CC)C(=O)OC4"	0	NA	NA	2	2	NA	""
"809976"	"809976"	""	"CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)NCc6ccc(cc6)B7OC(C)(C)C(C)(C)O7)cc15)[C@@](O)(CC)C(=O)OC4"	0	NA	NA	2	2	NA	""
"809994"	"809994"	""	"NC1=C(C#N)C(c2ccccc2Cl)c3ccc4ccccc4c3O1"	0	NA	NA	2	2	NA	""
"810082"	"810082"	""	"ClCC(=O)Nc1cccc(NC(=O)Nc2cccc(c2)C#C)c1"	0	NA	NA	1	1	NA	""
"810107"	"810107"	""	"CN1CCN(Cc2ccc(NC(=O)c3cnc(C)c(c3)C#Cc4cnc(N)cc4C#N)cc2C(F)(F)F)CC1"	0	NA	NA	2	2	NA	""
"810108"	"810108"	""	"CN1CCN(Cc2ccc(NC(=O)c3cnc(C)c(c3)C#Cc4ccc(N)nc4)cc2C(F)(F)F)CC1"	0	NA	NA	2	2	NA	""
"810153"	"810153"	"3-oxo-2,22-di[3-vinylpyridine]-17,20-epoxy-ursan"	"C[C@H]1[C@H]2[C@H]3CC[C@@H]4[C@@]5(C)C\C(=C\c6cccnc6)\C(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@]27CO[C@]1(C)[C@H](C7)C(=O)\C=C/c8cccnc8"	0	NA	NA	2	1	NA	""
"810176"	"810176"	""	"CCCCCCCOc1c(OC)cc(cc1OC)C2CC(=O)Nc3c2c(C)nn3c4nc5ccccc5[nH]4"	0	NA	NA	1	1	NA	""
"810180"	"810180"	""	"COc1ccc(cc1)c2n[nH]cc2c3cc4NC(=O)COc4c(OC)c3"	0	NA	NA	2	2	NA	""
"810183"	"810183"	""	"COc1ccc(cc1)c2conc2c3ccccc3"	0	NA	NA	2	2	NA	""
"810191"	"810191"	""	"COc1cc(CCC[P+](c2ccccc2)(c3ccccc3)c4ccccc4)c(OC)c5OCOc15"	0	NA	NA	1	1	NA	""
"810196"	"810196"	""	"COc1c(CCC[P+](c2ccccc2)(c3ccccc3)c4ccccc4)cc5OCOc5c1OC"	0	NA	NA	1	1	NA	""
"810224"	"810224"	""	"COc1cc(cc(OC)c1OC)C(=O)\C=C\c2ccc(OCCCCCC[P+](c3ccccc3)(c4ccccc4)c5ccccc5)cc2"	0	NA	NA	2	2	NA	""
"810309"	"810309"	"N-(5-(tert-butyl)isoxazol-3-yl)-2-(4-((6-(1-methyl-1H-py..."	"Cn1cc(cn1)c2cc3c(Nc4ccc(CC(=O)Nc5cc(on5)C(C)(C)C)cc4)ncnc3[nH]2"	0	NA	NA	2	2	NA	""
"810311"	"810311"	"N-(3-(tert-butyl)-1-methyl-1H-pyrazol-5-yl)-2-(4-(7-(1-m..."	"Cn1cc(cn1)c2ccc3cc(cnc3c2)c4ccc(CC(=O)Nc5cc(nn5C)C(C)(C)C)cc4"	0	NA	NA	2	2	NA	""
"810312"	"810312"	"N-(5-(tert-butyl)isoxazol-3-yl)-2-(4-(7-(1-methyl-1H-pyr..."	"Cn1cc(cn1)c2ccc3cc(cnc3c2)c4ccc(CC(=O)Nc5cc(on5)C(C)(C)C)cc4"	0	NA	NA	1	1	NA	""
"810314"	"810314"	"1-(3-fluorophenyl)-3-(3-((7-(1-methyl-1H-pyrazol-4-yl)qu..."	"Cn1cc(cn1)c2ccc3c(Nc4cccc(NC(=O)Nc5cccc(F)c5)c4)ncnc3c2"	0	NA	NA	1	1	NA	""
"810341"	"810341"	"PF-6459988"	"CO[C@H]1CN(C[C@@H]1COc2nc(Nc3cnn(C)c3)nc4[nH]cc(Cl)c24)C(=O)C=C"	0	"PRMT5|PK:EGFR"	"Clinical trial"	1	1	NA	"1428774451"
"810423"	"810423"	"1 alpha, 25-dihydroxyvitamin D3-3-bromoacetate"	"C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@H](C[C@H](O)C3=C)OC(=O)CBr)\CCC[C@]12C"	0	NA	NA	2	2	NA	""
"810439"	"810439"	""	"COc1ccc(NC(=O)c2sc3nc(C)c(cc3c2N)C(O)c4ccccc4)cc1"	0	NA	NA	1	1	NA	""
"810442"	"810442"	""	"Cc1nc2sc(C(=O)Nc3cccc(Cl)c3)c(N)c2cc1C(O)c4ccccc4"	0	NA	NA	1	1	NA	""
"810443"	"810443"	""	"Cc1nc2sc(C(=O)Nc3cccc(Br)c3)c(N)c2cc1C(O)c4ccccc4"	0	NA	NA	2	1	NA	""
"810444"	"810444"	""	"Cc1nc2sc(C(=O)Nc3cccc(Cl)c3C)c(N)c2cc1C(O)c4ccccc4"	0	NA	NA	2	2	NA	""
"810445"	"810445"	""	"Cc1nc2sc(C(=O)Nc3cccc(Br)c3C)c(N)c2cc1C(O)c4ccccc4"	0	NA	NA	2	2	NA	""
"810446"	"810446"	""	"COc1cccc(NC(=O)c2sc3nc(C)c(cc3c2N)C(O)c4ccccc4)c1"	0	NA	NA	2	2	NA	""
"810447"	"810447"	""	"Cc1nc2sc(C(=O)Nc3cccc4ccccc34)c(N)c2cc1C(O)c5ccccc5"	0	NA	NA	2	2	NA	""
"810448"	"810448"	""	"COc1ccc(cc1)C(=O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4ccccc4"	0	NA	NA	1	1	NA	""
"810511"	"810511"	""	"Brc1ccc(NS(=O)(=O)c2ccc(cc2)c3oc(nc3)C4CC4)cc1"	0	NA	NA	1	1	NA	""
"810513"	"810513"	""	"Clc1ccc(NS(=O)(=O)c2ccc(cc2)c3oc(nc3)C4CC4)cc1"	0	NA	NA	2	2	NA	""
"810517"	"810517"	""	"O=S(=O)(Nc1ccc2ccccc2c1)c3ccc(cc3)c4oc(nc4)C5CC5"	0	NA	NA	1	1	NA	""
"810520"	"810520"	""	"FC(F)(F)c1cc(NS(=O)(=O)c2ccc(cc2)c3oc(nc3)C4CC4)ccc1Cl"	0	NA	NA	2	1	NA	""
"810524"	"810524"	""	"Clc1ccc2CCN(c2c1)c3ncnc4ccc(cc34)c5cnc6[nH]ncc6c5"	0	NA	NA	2	2	NA	""
"810557"	"810557"	"7-((4-Methoxybenzyl)amino)-4-(methoxycarbonyl)-1,3-dimet..."	"COC(=O)c1c(C)[n+]([O-])c(C)c2C(=O)C(=CC(=O)c12)NCc3ccc(OC)cc3"	0	NA	NA	1	1	NA	""
"810560"	"810560"	"7-((3-Chlorobenzyl)amino)-4-(methoxycarbonyl)-1,3-dimeth..."	"COC(=O)c1c(C)[n+]([O-])c(C)c2C(=O)C(=CC(=O)c12)NCc3cccc(Cl)c3"	0	NA	NA	1	1	NA	""
"810561"	"810561"	"7-((4-Fluorobenzyl)amino)-4-(methoxycarbonyl)-1,3-dimeth..."	"COC(=O)c1c(C)[n+]([O-])c(C)c2C(=O)C(=CC(=O)c12)NCc3ccc(F)cc3"	0	NA	NA	1	1	NA	""
"810562"	"810562"	"7-((3-Chloro-4-fluorobenzyl)amino)-4-(methoxycarbonyl)-1..."	"COC(=O)c1c(C)[n+]([O-])c(C)c2C(=O)C(=CC(=O)c12)NCc3ccc(F)c(Cl)c3"	0	NA	NA	1	1	NA	""
"810563"	"810563"	"4-(Methoxycarbonyl)-3-methyl-5,8-dioxo-5,8-dihydroisoqui..."	"COC(=O)c1c(C)[n+]([O-])cc2C(=O)C=CC(=O)c12"	0	NA	NA	1	1	NA	""
"810698"	"810698"	""	"COc1ccc(\C=C\C(=O)c2ccc(cc2)n3cc(CN4CCN(CC4)c5cc6N(C=C(C(=O)O)C(=O)c6cc5F)C7CC7)nn3)cc1OC"	0	NA	NA	1	1	NA	""
"810715"	"810715"	"N-(5-((3-(9H-purin-6-yl)pyridin-2-yl)amino)-2-fluorophen..."	"CC(C)(C#N)c1cc(cc(c1)C(F)(F)F)C(=O)Nc2cc(Nc3ncccc3c4ncnc5[nH]cnc45)ccc2F"	0	NA	NA	2	2	NA	""
"810716"	"810716"	"N-(5-((3-(9H-purin-6-yl)pyridin-2-yl)amino)-2-fluorophen..."	"Cc1cc(cc(c1)C(C)(C)C#N)C(=O)Nc2cc(Nc3ncccc3c4ncnc5[nH]cnc45)ccc2F"	0	NA	NA	2	2	NA	""
"810717"	"810717"	"CG-806"	"Cc1cnc([nH]1)c2ccc(c3CNC(=O)c23)c4ccc(NC(=O)Nc5cccc(c5)C(F)(F)F)cc4F"	0	"PK:BTK"	"Clinical trial"	2	2	NA	""
"810734"	"810734"	""	"Cc1nc2sc(C(=O)Nc3cccc4ccccc34)c(N)c2cc1C(=O)c5ccccc5"	0	NA	NA	1	1	NA	""
"810735"	"810735"	""	"Cc1nc2sc(C(=O)Nc3ccccc3)c(N)c2cc1C(O)c4ccccc4"	0	NA	NA	2	2	NA	""
"810736"	"810736"	""	"Cc1ccc(NC(=O)c2sc3nc(C)c(cc3c2N)C(O)c4ccccc4)cc1"	0	NA	NA	2	1	NA	""
"811013"	"811013"	""	"C[Se]C(=O)CC1=C2C=C(F)C=CC2\C(=C/c3ccc(cc3)S(=O)C)\C1C"	0	NA	NA	2	2	NA	""
"811085"	"811085"	"N-(3-((4-(6-(3-fluorophenyl)imidazo[2,1-b]oxazol-5-yl)py..."	"Fc1cccc(c1)c2nc3occn3c2c4ccnc(NCCCNS(=O)(=O)c5cccc6ccccc56)n4"	0	NA	NA	1	1	NA	""
"811097"	"811097"	""	"CCCC(=O)NC(c1ccc2OCOc2c1)c3ccc4cccnc4c3O"	0	NA	NA	1	1	NA	""
"811099"	"811099"	""	"CCn1cc(C2NC(=O)c3cc(F)ccc3N2)c4cccc(Cl)c14"	0	NA	NA	2	2	NA	""
"811100"	"811100"	""	"O=C1c2cccnc2C(=O)c3nc4cc(ccc4nc13)N5CCN(CC5)C6CC6"	0	NA	NA	2	2	NA	""
"811105"	"811105"	""	"Fc1cc(F)cc(NCC2=CC(=O)Nc3cc(I)ccc23)c1"	0	NA	NA	2	2	NA	""
"811107"	"811107"	""	"CC(C)(C)c1cc(cc(c1O)C(C)(C)C)c2nc3cc(ccc3[nH]2)N4CCN(CCO)CC4"	0	NA	NA	1	1	NA	""
"811109"	"811109"	""	"CCn1cc(C2NC(=O)c3ccccc3N2)c4cccc(C)c14"	0	NA	NA	2	2	NA	""
"811111"	"811111"	""	"Nc1ncc(cc1C(F)(F)F)c2ccc3ncnc(N4CCc5ccc(Cl)cc45)c3c2"	0	NA	NA	1	1	NA	""
"811127"	"811127"	""	"COc1cc(ccc1F)c2nc3sccn3c2c4ccnc(NCCNS(=O)(=O)c5ccc(F)cc5)n4"	0	NA	NA	1	1	NA	""
"811132"	"811132"	""	"COc1cc(ccc1F)c2nc3sccn3c2c4ccnc(NCCNS(=O)(=O)c5ccc(Cl)cc5)n4"	0	NA	NA	1	1	NA	""
"811133"	"811133"	""	"Oc1cc(ccc1F)c2nc3sccn3c2c4ccnc(NCCNS(=O)(=O)c5ccc(F)cc5)n4"	0	NA	NA	1	1	NA	""
"811135"	"811135"	""	"Oc1cc(ccc1F)c2nc3sccn3c2c4ccnc(NCCCNS(=O)(=O)c5ccc(F)cc5)n4"	0	NA	NA	1	1	NA	""
"811137"	"811137"	""	"Oc1cc(ccc1F)c2nc3sccn3c2c4ccnc(NCCNS(=O)(=O)c5ccc(Cl)cc5)n4"	0	NA	NA	1	1	NA	""
"811140"	"811140"	""	"CCN1CCN(CCNc2nccc(n2)c3c(nc4occn34)c5ccc(F)c(O)c5)S1(=O)=O"	0	NA	NA	1	1	NA	""
"811161"	"811161"	"tert-butyl 3,5-bis((E)-4-methylbenzylidene)-4-oxopiperid..."	"Cc1ccc(\C=C\2/CN(C\C(=C/c3ccc(C)cc3)\C2=O)C(=O)OC(C)(C)C)cc1"	0	NA	NA	2	2	NA	""
"811165"	"811165"	"tert-butyl 3,5-bis((E)-2,5-dimethylbenzylidene)-4-oxopip..."	"Cc1ccc(C)c(\C=C\2/CN(C\C(=C/c3cc(C)ccc3C)\C2=O)C(=O)OC(C)(C)C)c1"	0	NA	NA	1	1	NA	""
"811189"	"811189"	"Human Serum Albumin is dominant structure"	""	0	NA	NA	1	1	NA	""
"811246"	"811246"	""	"CCN(CC)CCCC(C)Nc1cc(nc2ccc(cc12)N3CCCC3)c4cccc(OC(F)(F)F)c4"	0	NA	NA	2	2	NA	""
"811258"	"811258"	""	"COc1ccc(cc1)C(O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4ccc(Cl)cc4"	0	NA	NA	1	1	NA	""
"811259"	"811259"	""	"COc1ccc(cc1)C(O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(Cl)c4"	0	NA	NA	2	2	NA	""
"811260"	"811260"	""	"COc1ccc(cc1)C(O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(Br)c4"	0	NA	NA	2	2	NA	""
"811261"	"811261"	""	"COc1ccc(cc1)C(O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(Br)c4C"	0	NA	NA	2	2	NA	""
"811262"	"811262"	""	"COc1ccc(cc1)C(O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(OC)c4"	0	NA	NA	1	1	NA	""
"811264"	"811264"	""	"COc1ccc(cc1)C(O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4ccc(Br)cc4"	0	NA	NA	1	1	NA	""
"811265"	"811265"	""	"COc1ccc(cc1)C(O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4ccccc4"	0	NA	NA	2	2	NA	""
"811266"	"811266"	""	"COc1ccc(NC(=O)c2sc3nc(C)c(cc3c2N)C(O)c4ccc(OC)cc4)cc1"	0	NA	NA	1	1	NA	""
"811267"	"811267"	""	"COc1ccc(cc1)C(O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc5ccccc45"	0	NA	NA	2	2	NA	""
"811268"	"811268"	""	"COc1ccc(cc1)C(=O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4ccc(C)cc4"	0	NA	NA	1	1	NA	""
"811272"	"811272"	""	"COc1ccc(cc1)C(=O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(Cl)c4"	0	NA	NA	1	1	NA	""
"811273"	"811273"	""	"COc1ccc(cc1)C(=O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(Cl)c4C"	0	NA	NA	2	2	NA	""
"811274"	"811274"	""	"COc1ccc(cc1)C(=O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(Br)c4C"	0	NA	NA	2	2	NA	""
"811275"	"811275"	""	"COc1ccc(cc1)C(=O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc(OC)c4"	0	NA	NA	2	2	NA	""
"811276"	"811276"	""	"COc1ccc(cc1)C(=O)c2cc3c(N)c(sc3nc2C)C(=O)Nc4cccc5ccccc45"	0	NA	NA	2	2	NA	""
"811280"	"811280"	"(2-chloro-6-morpholino-9H-purin-8-yl)methyl (2-morpholin..."	"Clc1nc(N2CCOCC2)c3nc(COC(=O)NCCN4CCOCC4)[nH]c3n1"	0	NA	NA	1	1	NA	""
"811281"	"811281"	"(2-chloro-6-morpholino-9H-purin-8-yl)methyl (2-(pyridin-..."	"Clc1nc(N2CCOCC2)c3nc(COC(=O)NCCc4ccccn4)[nH]c3n1"	0	NA	NA	1	1	NA	""
"811282"	"811282"	"(2-chloro-6-morpholino-9H-purin-8-yl)methyl 4-methylpipe..."	"CC1CCN(CC1)C(=O)OCc2nc3c(nc(Cl)nc3[nH]2)N4CCOCC4"	0	NA	NA	1	1	NA	""
"811285"	"811285"	"(2-chloro-6-morpholino-9H-purin-8-yl)methyl 1H-imidazole..."	"Clc1nc(N2CCOCC2)c3nc(COC(=O)n4ccnc4)[nH]c3n1"	0	NA	NA	1	1	NA	""
"811289"	"811289"	""	"NC(=O)c1cccc(c1)c2cc(ccc2Cl)C(=O)N"	0	NA	NA	1	1	NA	""
"811291"	"811291"	"Methyl N-[5-(3’-iodobenzoyl)-1H-benzimidazol-2-yl]carbamate"	"COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccc(I)c3"	0	NA	NA	2	2	NA	""
"811293"	"811293"	"5-hydroxy-7-(2-methoxyphenylamino)-2-phenyl-4H-chromen-4..."	"COc1ccccc1Nc2cc(O)c3C(=O)C=C(Oc3c2)c4ccccc4"	0	NA	NA	1	1	NA	""
"811294"	"811294"	"7-(3,5-dimethoxyphenylamino)-5-hydroxy-2-phenyl-4H-chrom..."	"COc1cc(Nc2cc(O)c3C(=O)C=C(Oc3c2)c4ccccc4)cc(OC)c1"	0	NA	NA	2	2	NA	""
"811295"	"811295"	""	"CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)c5cc(OC)c(NC(=O)COc6cc(OCC(=O)Nc7cc8c(cc7OC)N(C)[C@@H]9[C@@](O)([C@@H](OC(=O)C)[C@@]%10(CC)C=CCN%11CC[C@@]89[C@@H]%10%11)C(=O)OC)c%12C(=O)C=C(Oc%12c6)c%13ccccc%13)cc45)[C@](O)([C@@H]2OC(=O)C)C(=O)OC"	0	NA	NA	1	1	NA	""
"811299"	"811299"	""	"ClCC(=O)Nc1ccc(NC(=O)Nc2cccc(c2)C#C)cc1"	0	NA	NA	1	1	NA	""
"811429"	"811429"	"BLU-667"	"CO[C@@]1(CC[C@@H](CC1)c2nc(C)cc(Nc3cc(C)[nH]n3)n2)C(=O)N[C@@H](C)c4ccc(nc4)n5cc(F)cn5"	0	"PK:RET"	"FDA approved"	1	1	NA	"2097132948"
"811570"	"811570"	""	"FC(F)(F)c1ccccc1N2N=Nc3c(ccc4C(=O)c5ccccc5C(=O)c34)C2=O"	0	NA	NA	1	1	NA	""
"811659"	"811659"	""	"ONC(=O)CCCSc1nc(cc(n1)c2ccc(Cl)cc2)c3ccc(Cl)cc3"	0	NA	NA	1	1	NA	""
"811662"	"811662"	""	"COc1ccc(cc1)c2cc(nc(SCCCC(=O)NO)n2)c3ccccc3"	0	NA	NA	2	1	NA	""
"811664"	"811664"	""	"COc1ccc(cc1)c2cc(nc(SCCCC(=O)NO)n2)c3ccc(Cl)cc3"	0	NA	NA	2	1	NA	""
"811720"	"811720"	"Salinomycin ;SALINOMYCIN"	"CC[C@H]([C@@H]1CC[C@@H](C)[C@H](O1)[C@H](C)[C@@H](O)[C@@H](C)C(=O)[C@H](CC)C2O[C@@]3(O[C@@]4(CC[C@](C)(O4)[C@H]5CC[C@](O)(CC)[C@H](C)O5)[C@H](O)C=C3)[C@H](C)C[C@@H]2C)C(=O)O"	0	NA	NA	2	2	NA	"53003104"
"811721"	"811721"	""	"CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)C2O[C@@]3(O[C@@]4(CC[C@](C)(O4)[C@H]5CC[C@](O)(CC)[C@H](C)O5)C(=O)C=C3)[C@H](C)C[C@@H]2C)C(=O)O"	0	NA	NA	2	2	NA	""
"811819"	"811819"	""	"ClC(Cl)c1nc(c2ccccc2)n3nc(cc3n1)c4ccccc4"	0	NA	NA	1	1	NA	""
"811821"	"811821"	""	"Cc1cc2nc(nc(c3ccc(Cl)cc3)n2n1)C(Cl)Cl"	0	NA	NA	2	1	NA	""
"811822"	"811822"	""	"ClC(Cl)c1nc(c2ccc(Cl)cc2)n3nc(cc3n1)c4ccccc4"	0	NA	NA	1	1	NA	""
"811823"	"811823"	""	"Cc1ccc(cc1)c2nc(nc3cc(C)nn23)C(Cl)Cl"	0	NA	NA	1	1	NA	""
"811825"	"811825"	""	"Cc1cc2nc(nc(c3ccccc3)n2n1)C(Cl)Cl"	0	NA	NA	1	1	NA	""
"811878"	"811878"	""	"Cc1ccc(cc1)c2oc(c(n2)[P+](c3ccccc3)(c4ccccc4)c5ccccc5)S(=O)(=O)c6ccc(C)cc6"	0	NA	NA	1	1	NA	""
"811894"	"811894"	""	"CC1CN(CC(C)O1)S(=O)(=O)c2oc(nc2C#N)c3ccc(Cl)cc3"	0	NA	NA	1	1	NA	""
"811895"	"811895"	""	"CCOC(=O)N1CCN(CC1)S(=O)(=O)c2oc(nc2C#N)c3ccc(Cl)cc3"	0	NA	NA	1	1	NA	""
"811896"	"811896"	""	"Fc1ccc(cc1)c2oc(c(n2)C#N)S(=O)(=O)N3CCCCC3"	0	NA	NA	1	1	NA	""
"811897"	"811897"	""	"Fc1ccc(cc1)c2oc(c(n2)C#N)S(=O)(=O)N3CCOCC3"	0	NA	NA	1	1	NA	""
"811953"	"811953"	"IACS-8968"	"CC1(C)CN(CCC12NC(=O)NC2=O)c3cc(cc4cncn34)C(F)(F)F"	0	"IDO1"	"Clinical trial"	1	1	NA	"2144425147"
"811975"	"811975"	"3-[(hydroxymethyl)amino]lup-20-en-28-ol"	"CC(=C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](NCO)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12"	0	NA	NA	2	1	NA	""
"812015"	"812015"	"benzyl 13-(2H-1,3-benzodioxol-5-yl)-11-methyl-1,8,10-tri..."	"CC1=C(C(c2ccc3OCOc3c2)n4c(N1)nc5ccccc45)C(=O)OCc6ccccc6"	0	NA	NA	2	2	NA	""
"812042"	"812042"	"(2-chloro-9-methyl-6-morpholino-9H-purin-8-yl)methyl 4-m..."	"CN1CCN(CC1)C(=O)OCc2nc3c(nc(Cl)nc3n2C)N4CCOCC4"	0	NA	NA	1	1	NA	""
"812044"	"812044"	"(2-chloro-9-methyl-6-morpholino-9H-purin-8-yl)methyl (2-..."	"Cn1c(COC(=O)NCCc2ccccn2)nc3c(nc(Cl)nc13)N4CCOCC4"	0	NA	NA	1	1	NA	""
"812047"	"812047"	"(9-methyl-6-morpholino-2-phenyl-9H-purin-8-yl)methyl 4-m..."	"CN1CCN(CC1)C(=O)OCc2nc3c(nc(nc3n2C)c4ccccc4)N5CCOCC5"	0	NA	NA	2	2	NA	""
"812048"	"812048"	"(9-methyl-6-morpholino-2-phenyl-9H-purin-8-yl)methyl dim..."	"CN(C)C(=O)OCc1nc2c(nc(nc2n1C)c3ccccc3)N4CCOCC4"	0	NA	NA	2	2	NA	""
"812049"	"812049"	"(9-methyl-6-morpholino-2-phenyl-9H-purin-8-yl)methyl (2-..."	"Cn1c(COC(=O)NCCn2ccnc2)nc3c(nc(nc13)c4ccccc4)N5CCOCC5"	0	NA	NA	2	2	NA	""
"812050"	"812050"	"(9-methyl-6-morpholino-2-phenyl-9H-purin-8-yl)methyl pip..."	"Cn1c(COC(=O)N2CCCCC2)nc3c(nc(nc13)c4ccccc4)N5CCOCC5"	0	NA	NA	2	2	NA	""
"812051"	"812051"	"(9-methyl-6-morpholino-2-phenyl-9H-purin-8-yl)methyl (2-..."	"Cn1c(COC(=O)NCCN2CCOCC2)nc3c(nc(nc13)c4ccccc4)N5CCOCC5"	0	NA	NA	1	1	NA	""
"812052"	"812052"	"CH-7057288"	"Cc1cc(cc(n1)C#Cc2ccc3c4C(=O)c5ccc(NS(=O)(=O)C)cc5C(C)(C)c4oc3c2)C(=O)NC(C)(C)C"	0	""	"Clinical trial"	1	1	NA	"2095616821"
