Experiment Name	Probe Name	mirbase_name	accession	BR:MCF7	BR:MDA_MB_231	BR:HS578T	BR:BT_549	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:MALME_3M	ME:M14	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	ME:MDA_MB_435	ME:MDA_N	LC:A549	LC:EKVX	LC:HOP_62	LC:HOP_92	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	OV:NCI_ADR_RES	PR:PC_3	PR:DU_145	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
RNA: Agilent Human miRNA (V2)	hsa-miR-519a(2)	hsa-mir-519a-2	MI0003182	-4.00187	-3.3668	-2.98806	-3.80239	-3.41228	-1.6931	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-1.81117	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.35276	-2.89084	-4.25847	-3.4968	-3.60636	-4.37408	-3.91625	-3.62695	-3.1765	-3.90315	-4.02758	-2.86908	-1.62823	-3.7852	-0.38664	-3.04477	-0.74532	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-2.30129	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-519e*	hsa-mir-519e	MI0003145	-4.00187	-3.52926	-3.97693	-3.47573	-3.41228	-3.10052	-3.09348	-3.86184	-4.29031	-3.62883	-3.20248	-3.52191	-3.61457	-3.39764	-3.45342	-4.0298	-3.68703	-4.09848	-2.69732	-3.06135	-1.37984	-3.20055	-2.90483	-2.26044	-3.20839	-3.34473	-2.94899	-3.67336	-2.60742	-3.21253	-3.36034	-4.15862	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-3.71745	-3.91625	-4.28534	-2.33106	-3.90315	-3.9228	-3.0705	-3.45364	-3.7852	-3.2297	-3.0036	-3.92938	-3.36612	-3.24014	-3.62418	-2.89402	-2.34083	-3.61948	-3.49615	-3.13807	-3.11638	-3.34775
RNA: Agilent Human miRNA (V2)	hsa-miR-521	hsa-mir-521-2	MI0003163	-4.00187	-2.42948	-3.37057	-3.80239	-3.41228	-1.1147	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-0.67969	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-0.83439	-3.20055	-2.76588	-2.26044	-4.2572	-3.34473	-3.97961	-3.18617	-2.60742	-3.21253	-3.20713	-4.41256	-3.22795	-2.01629	-2.78077	-3.45426	-3.4968	-3.60636	-4.37408	-3.91625	-2.65225	-3.1765	-3.09612	-3.61899	-0.50963	0.43903	-3.7852	-0.25238	-3.04477	0.79368	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.41531	-3.49615	-1.97357	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-521(2)	hsa-mir-521-1	MI0003176	-4.00187	-2.42948	-3.37057	-3.80239	-3.41228	-1.1147	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-0.67969	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-0.83439	-3.20055	-2.76588	-2.26044	-4.2572	-3.34473	-3.97961	-3.18617	-2.60742	-3.21253	-3.20713	-4.41256	-3.22795	-2.01629	-2.78077	-3.45426	-3.4968	-3.60636	-4.37408	-3.91625	-2.65225	-3.1765	-3.09612	-3.61899	-0.50963	0.43903	-3.7852	-0.25238	-3.04477	0.79368	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.41531	-3.49615	-1.97357	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-522	hsa-mir-522	MI0003177	-4.00187	-3.18071	-3.33194	-3.80239	-3.41228	-1.46402	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-1.58888	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.1963	-2.89084	-3.9361	-3.4968	-3.60636	-4.37408	-3.91625	-3.56128	-3.1765	-3.90315	-4.02758	-0.98707	-0.12671	-3.7852	-0.176	-3.04477	0.26079	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-1.98985	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-532-3p	hsa-mir-532	MI0003205	-3.47411	-3.4015	-4.41023	-1.29788	-1.76973	-2.21917	-3.08776	-3.80476	-2.18064	-3.19813	-3.08547	-1.62615	-1.76524	-2.88692	-3.21205	-4.11624	-1.57217	-2.82308	-2.8191	-2.24655	-1.37984	-2.19805	-2.90483	-2.26044	-3.89102	-0.61544	-1.35705	-0.51711	-0.6676	-0.30491	-0.51633	-1.11709	-0.28849	-0.49792	-2.83374	-2.97875	-3.4968	-3.36431	-0.59086	-1.90973	-2.58034	-2.78993	-0.72008	-2.14614	-2.3161	-3.32615	-3.26753	-3.66053	-2.89285	-3.92938	-1.74553	-3.27513	-3.37481	-2.89402	-3.96246	-4.49566	-3.4932	-1.88568	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-532-5p	hsa-mir-532	MI0003205	-2.34159	-2.69475	-3.76335	-0.41362	-0.72952	-2.03948	-2.47824	-3.04055	-1.5562	-2.39546	-2.90845	-0.69429	-0.9621	-2.56173	-2.6968	-3.29626	-0.25348	-2.2992	-2.42507	-1.60344	-1.20365	-0.72158	-1.73635	-2.26044	-3.35136	0.08499	-0.58158	0.37648	0.11522	0.61457	0.14867	-0.52254	1.09661	0.60202	-2.08067	-2.01244	-3.18409	-2.68119	0.12834	-0.65908	-1.64933	-2.18044	-0.04898	-1.62472	-1.8341	-2.3868	-2.25425	-3.30427	-1.7565	-2.77673	-0.75246	-2.49996	-2.62783	-2.89402	-3.96246	-4.16664	-2.47251	-1.34943	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-539	hsa-mir-539	MI0003514	-4.00187	-3.52926	-2.89607	-3.80239	-3.41228	-3.12909	-3.09348	-3.86184	-2.38199	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-2.81692	-1.44404	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-542-3p	hsa-mir-542	MI0003686	-2.28708	-2.91876	-4.41023	-2.43782	-3.41228	-1.51078	-3.09348	-1.79093	-1.70243	-3.16368	-2.37844	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.08444	-1.95917	-3.16745	-1.37984	-3.19051	-2.90483	-2.26044	-4.2572	-2.18534	-3.5193	-3.67336	-2.60742	-3.21253	-3.36034	-4.04014	-3.22795	-3.53174	-1.77256	-1.67603	-1.97883	-3.60636	-3.71537	-1.39759	-3.48822	-3.1765	-3.90315	-3.18728	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-2.4417	-2.52052	-2.58157	-0.85086	-3.89492	-4.51288	-1.52643	-2.42979	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-542-5p	hsa-mir-542	MI0003686	-2.65687	-3.37801	-4.41023	-2.05324	-3.41228	-1.78699	-2.97701	-2.16834	-1.93019	-3.42955	-2.00959	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-3.6028	-1.83154	-3.02174	-1.37984	-2.77503	-2.90483	-2.26044	-3.01876	-2.45602	-2.95408	-3.67336	-2.60742	-3.21253	-3.36034	-3.09847	-3.22795	-3.53174	-2.25958	-1.96948	-2.54191	-3.60636	-3.49771	-2.05928	-4.03815	-2.69358	-3.90315	-2.55994	-3.0705	-3.45364	-3.7852	-3.27663	-3.04477	-3.92938	-2.77279	-2.57955	-2.60571	-1.14848	-2.98802	-3.60763	-1.84363	-2.53874	-3.162	-3.0357
RNA: Agilent Human miRNA (V2)	hsa-miR-543	hsa-miR-543	MI0005565	-4.00187	-3.52926	-1.77481	-3.33355	-3.41228	-1.00267	-2.91316	-3.69002	-1.04391	-3.69773	-2.64387	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-3.53174	-2.49846	-4.32847	-3.44342	-3.60636	-0.222	-1.21551	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-2.16331	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-545	hsa-mir-545	MI0003516	-4.00187	-3.52926	-4.41023	-3.80239	-3.38156	-3.63916	-3.09348	-3.86184	-4.20471	-3.21046	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.64018	-3.22795	-3.53174	-2.89084	-3.0962	-3.4968	-3.60636	-4.37408	-2.93172	-3.71633	-3.1765	-2.92319	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.26701	-4.33961	-2.94116	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-550*	hsa-mir-550-1	MI0003600	-1.902	-2.29806	-2.47178	-2.65509	-2.43191	-1.93741	-2.69143	-1.79513	-2.50149	-0.79944	-1.59309	-2.85329	-1.92722	-2.20875	-2.04041	-1.71583	-1.937	-1.26704	-2.52485	-0.79861	0.69285	-1.26822	-1.91326	0	-3.34089	-1.884	-2.33367	-1.2821	-1.50806	-0.62993	-1.71617	-2.85827	-1.37964	-1.20045	-0.16527	-1.28829	-2.53412	-1.36938	-3.65733	-2.13441	-2.04873	-1.19897	-0.36368	-2.93945	-1.45031	-2.06517	-1.7812	-3.66053	-1.98773	-3.49306	-2.0237	-2.46611	-0.80736	-0.96854	-2.11873	-4.00808	-1.67343	-2.46244	-0.81139	-3.04884
RNA: Agilent Human miRNA (V2)	hsa-miR-550*(2)	hsa-mir-550-2	MI0003601	-1.902	-2.29806	-2.47178	-2.65509	-2.43191	-1.93741	-2.69143	-1.79513	-2.50149	-0.79944	-1.59309	-2.85329	-1.92722	-2.20875	-2.04041	-1.71583	-1.937	-1.26704	-2.52485	-0.79861	0.69285	-1.26822	-1.91326	0	-3.34089	-1.884	-2.33367	-1.2821	-1.50806	-0.62993	-1.71617	-2.85827	-1.37964	-1.20045	-0.16527	-1.28829	-2.53412	-1.36938	-3.65733	-2.13441	-2.04873	-1.19897	-0.36368	-2.93945	-1.45031	-2.06517	-1.7812	-3.66053	-1.98773	-3.49306	-2.0237	-2.46611	-0.80736	-0.96854	-2.11873	-4.00808	-1.67343	-2.46244	-0.81139	-3.04884
RNA: Agilent Human miRNA (V2)	hsa-miR-551b	hsa-mir-551b	MI0003575	-4.00187	-1.62577	-1.35575	-3.80239	-3.41228	-3.63916	-3.09348	-0.80567	-4.30556	-3.69773	-2.53419	-3.64656	-3.61457	-3.2803	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	3.00848	0.60694	-2.06234	-1.31219	0.26628	1.70629	2.13678	-3.21253	-2.01745	1.3781	-0.89545	-0.8574	-2.89084	-4.32847	-2.32153	-3.60636	-4.37408	-3.91625	-1.50413	-3.1765	0.57281	-4.02758	-1.02673	-2.39411	-3.7852	-3.66053	-0.22599	-3.92938	0.4701	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-557	hsa-mir-557	MI0003563	-4.00187	-3.52926	-4.41023	-2.93683	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-2.16623	-3.16745	-1.10611	-3.20055	-1.74385	-2.26044	-2.89434	-3.34473	-3.97961	-3.67336	-2.60742	-3.03762	-3.36034	-3.39029	-3.22795	-2.53945	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.6335	-4.02758	-3.0705	-3.44666	-3.7852	-3.62024	-3.04477	-3.92938	-3.36612	-4.25195	-3.57808	-2.89402	-3.06997	-4.13298	-3.49615	-4.2938	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-572	hsa-mir-572	MI0003579	-3.65758	-3.16106	-3.93293	-0.61255	-3.36631	-1.73783	-2.17416	-2.39772	-3.32539	-3.34037	-2.45336	-2.5363	-1.91881	-2.87708	-2.90685	-4.11624	-3.10478	-2.65228	0.58834	-1.60372	-1.37984	-3.1465	0.18222	-1.49644	-1.20904	-3.34473	-2.08499	-3.67336	-2.60742	-3.21253	-3.36034	-2.61059	-3.22795	-3.53174	-2.89084	-3.16756	-3.4968	-3.07816	-2.54848	-3.91625	-4.28534	-1.29155	-3.90315	-2.79333	-3.0705	-3.45364	-3.7852	-1.41636	-3.04477	-3.92938	-3.36612	-2.44505	-3.62418	-2.89402	-1.46248	-2.56025	-3.49615	-2.329	-3.162	-2.19264
RNA: Agilent Human miRNA (V2)	hsa-miR-574-3p	hsa-mir-574	MI0003581	-0.97324	-0.10182	-0.44243	-0.94115	-0.12083	-0.97922	-0.04489	-0.45917	-0.55421	-1.10267	-1.23505	-1.00966	-1.20957	-1.14246	-1.20858	-2.04191	-1.55596	-1.37242	0.04086	-0.81984	0.45091	-2.05373	-1.11988	-0.79714	-2.05434	0.07166	-0.77905	0.62502	-0.74794	-0.61407	-0.95538	-0.7017	-0.15176	0.15265	-0.63184	-0.61603	-0.26843	-0.03727	-1.67483	-0.01705	-0.34574	-0.75199	-1.12796	-1.76514	-1.7636	-0.36399	-0.77891	-0.31838	0.16876	-0.18677	0.06723	-1.47615	0.14382	0.00969	-0.23461	-0.59877	-0.48528	-0.67403	-1.08486	-1.0375
RNA: Agilent Human miRNA (V2)	hsa-miR-574-5p	hsa-mir-574	MI0003581	-0.39665	0.56102	-0.00541	0.68311	-0.06678	0.43047	0.80214	0.2868	-0.25442	0.24368	-0.16582	-0.16903	0.72092	0.02408	0.05918	-0.88089	-0.46097	-0.09797	1.92151	0.73971	-0.31157	-1.03773	0.88688	0.33658	-0.62559	0.65372	0.28804	0.44289	0.06741	0.26768	-0.03032	0.39097	-0.00592	-0.13144	-2.70E-04	0.03016	0.08496	-0.00446	-0.31685	0.87897	0.32	0.1772	-1.38174	0.09082	-0.9272	-1.05871	-0.43615	0.81634	-0.46533	0.02168	-0.35951	-0.02987	0.32629	0.48219	0.65567	0.10397	0.19144	0.49562	-0.71907	0.25114
RNA: Agilent Human miRNA (V2)	hsa-miR-575	hsa-mir-575	MI0003582	0.07482	0.12229	-0.55335	1.4513	-0.09481	0.8743	1.44991	-0.21096	-0.77238	0.02939	1.37888	0.2187	0.55492	0.94656	0.97135	-0.98393	-0.42176	1.2483	2.05063	1.83977	0.17643	0.44502	2.47697	0.92148	2.16148	-1.35433	1.51353	-0.99971	-0.63844	-0.24049	-0.99022	1.64708	-1.08844	-1.32083	-0.01661	-0.87213	-0.53495	-0.25848	0.63442	-0.90181	-1.46886	1.88177	-1.42694	1.98797	0.00831	0.48791	-0.74923	1.6454	0.36872	-0.88754	-0.52215	1.60347	-0.25772	0.18921	2.06997	1.84976	-0.54572	1.53222	0.12325	2.14292
RNA: Agilent Human miRNA (V2)	hsa-miR-582-3p	hsa-mir-582	MI0003589	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.25062	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.12935	-3.53174	-2.89084	-3.11516	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-582-5p	hsa-mir-582	MI0003589	-4.00187	-3.52926	-1.602	-3.33059	-2.30666	-3.63916	-0.51496	-3.20226	-3.10479	-3.59511	-1.36675	-2.53598	-3.06321	-3.39764	-3.44445	-2.45672	1.05794	-0.66751	-3.54526	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-1.04832	-2.41633	-0.83387	-1.34008	1.06079	0.43573	-1.24581	-2.78972	1.0152	-0.02748	0.85032	1.39338	-3.4968	-2.37067	-4.37408	-3.76867	-0.27396	0.03536	-3.90315	-4.02758	-3.0705	-3.45364	-3.4316	-3.66053	-1.74525	-3.92938	-1.17132	-4.33961	-2.7989	-2.89402	-2.99801	-2.58945	-2.69684	-4.54925	-3.162	-3.85858
RNA: Agilent Human miRNA (V2)	hsa-miR-584	hsa-mir-584	MI0003591	-4.00187	-0.42733	-3.2159	-3.09497	-3.41228	-3.26339	-3.09348	-3.86184	-3.47664	-3.35178	-3.20248	-1.64444	-3.42085	-2.28308	-3.45342	-2.66955	-3.68703	-3.30705	-2.7695	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-2.23974	-1.67344	-0.16718	-0.70732	-0.50054	-1.23613	-1.08743	-0.79413	0.1475	0.19423	-2.89084	-3.21642	-3.4968	-0.84599	-4.2667	-3.91625	-4.28534	-2.78142	-3.90315	-2.02205	-3.0705	-3.45364	-3.12461	-2.83212	-2.97779	-3.92938	-1.33109	-2.92197	-3.62418	-2.89402	-3.15085	-3.56238	-3.49615	-3.05765	-3.162	-3.74895
RNA: Agilent Human miRNA (V2)	hsa-miR-590-5p	hsa-mir-590	MI0003602	0.19525	-0.55557	0.05013	-0.99423	0.6828	-0.46666	-0.52787	-0.68024	-0.97326	0.19819	-0.70551	-1.13608	-0.27987	0.34262	0.24388	0.20037	0.19684	-0.01598	-0.90016	0.39054	1.6449	0.74661	0.38438	1.36663	-1.44409	0.91004	-0.49837	-0.13456	-0.45008	1.09082	0.4724	0.12152	-0.16682	-0.57121	0.19702	0.20669	-0.60059	0.28434	-1.71668	1.50405	-0.86431	-0.1134	0.39115	0.10394	-2.08943	0.19704	-0.26919	-1.49585	0.18344	-0.67374	0.25595	-0.59453	0.51759	-0.539	-1.3479	-2.00561	0.43452	-1.15959	0.03038	-0.94719
RNA: Agilent Human miRNA (V2)	hsa-miR-598	hsa-mir-598	MI0003610	-4.00187	-1.67725	-3.07517	-3.80239	-3.41228	-2.89904	-3.09348	-2.11072	-1.30837	-2.64497	-3.20248	-3.36848	-3.14731	-3.39764	-3.45342	-1.45992	-3.68703	-4.38761	-3.54526	-3.16745	-1.37984	-3.20055	-2.59081	-2.26044	-4.2572	-2.87941	-3.97961	-3.67336	-2.60742	-3.21253	-3.26983	-2.94872	-2.66113	-3.15079	-2.89084	-4.32847	-3.34653	-3.60636	-2.57805	-3.01402	-4.28534	-3.1765	-3.44931	-4.02758	-2.91803	-3.27774	-3.7852	-3.66053	-1.70828	-3.92938	-1.90512	-4.33961	-3.16702	-2.89402	-3.96246	-4.51288	-2.29825	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-601	hsa-mir-601	MI0003614	-4.00187	-3.52926	-4.41023	-2.0078	-3.41228	-3.24223	-2.94556	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.23335	-3.31692	-3.45342	-4.11624	-3.68703	-3.6013	-1.27037	-2.9279	-1.37984	-3.20055	-1.08275	-2.26044	-2.02344	-3.34473	-2.92126	-3.67336	-2.60742	-3.21253	-3.36034	-2.67151	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-3.71933	-3.91625	-4.28534	-2.55496	-3.90315	-3.0271	-3.0705	-3.45364	-3.7852	-2.84849	-3.04477	-3.92938	-3.36612	-3.15869	-3.62418	-2.89402	-2.39194	-3.44048	-3.49615	-3.21004	-3.162	-2.86889
RNA: Agilent Human miRNA (V2)	hsa-miR-602	hsa-mir-602	MI0003615	-3.9735	-3.52926	-4.41023	-3.01828	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-2.48166	-3.39764	-3.45342	-4.11624	-3.68703	-4.38761	-1.97612	-3.16745	-1.37984	-3.20055	-2.90483	-2.26044	-3.3503	-3.34473	-3.97961	-3.67336	-2.60742	-1.33753	-3.36034	-3.93552	-3.22795	-3.53174	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.90315	-4.02758	-3.0705	-3.45364	-3.7852	-3.3327	-3.04477	-3.92938	-3.36612	-4.33961	-3.62418	-2.89402	-2.60125	-3.70779	-3.49615	-4.54925	-3.162	-2.93372
RNA: Agilent Human miRNA (V2)	hsa-miR-615-3p	hsa-mir-615	MI0003628	-3.5496	-3.52926	-4.23451	-3.80239	-1.29174	-3.38544	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.39764	-3.1567	-4.11624	-3.68703	-3.54422	-3.54526	-3.16745	-0.96992	-3.20055	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.61754	-2.60742	-3.21253	-3.36034	-4.31946	-3.22795	-2.00141	-2.89084	-3.75533	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.13991	-4.02758	-3.0705	-3.24079	-3.7852	-3.66053	-3.04477	-3.51807	-3.36612	-4.33961	-3.05343	-2.89402	-3.96246	-4.30735	-3.49615	-4.43901	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-622	hsa-mir-622	MI0003636	-3.89112	-3.52926	-4.41023	-2.64522	-3.41228	-3.16284	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.34704	-3.61457	-3.39764	-3.45342	-4.04045	-3.42973	-3.22928	-1.60103	-3.12916	-1.37984	-3.20055	-2.58589	-2.26044	-2.45898	-3.34473	-3.25996	-3.67336	-2.60742	-3.21253	-3.36034	-3.28412	-3.22795	-3.53174	-2.89084	-2.98769	-3.4968	-3.60636	-2.23702	-3.91625	-4.28534	-2.79761	-3.90315	-3.14108	-3.0705	-3.30482	-3.62988	-2.4452	-3.04477	-3.92938	-3.36612	-3.0859	-3.62418	-2.89402	-2.47124	-3.52805	-3.49615	-2.82094	-3.162	-3.07714
RNA: Agilent Human miRNA (V2)	hsa-miR-623	hsa-mir-623	MI0003637	-3.97747	-3.52926	-4.41023	-2.624	-3.41228	-3.63916	-3.07868	-3.86184	-4.30556	-3.28679	-3.20248	-3.64656	-3.61457	-3.39764	-3.45342	-4.11624	-3.50046	-3.53647	-1.50777	-2.5633	-1.23363	-3.20055	-2.22637	-2.26044	-2.79197	-3.3159	-3.64376	-3.66544	-2.60742	-2.92719	-3.36034	-3.0839	-3.22795	-2.67644	-2.77459	-4.32847	-3.4968	-3.49879	-4.0418	-3.72613	-4.13147	-2.70703	-3.36062	-3.96914	-3.0705	-3.42003	-3.7852	-2.48363	-3.04477	-3.92938	-3.36612	-3.62394	-2.84899	-2.70227	-1.88186	-3.43952	-3.49615	-3.30707	-3.162	-3.16702
RNA: Agilent Human miRNA (V2)	hsa-miR-624*	hsa-mir-624	MI0003638	-4.00187	-3.52926	-4.41023	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.69773	-3.20248	-3.64656	-3.61457	-3.33498	-3.45342	-4.11624	-3.68703	-4.38761	-3.54526	-3.16745	-1.34805	-3.14563	-2.90483	-2.26044	-4.2572	-3.34473	-3.97961	-3.67336	-2.60742	-3.21253	-3.36034	-4.65498	-3.22795	-2.99295	-2.89084	-4.32847	-3.4968	-3.60636	-4.37408	-3.91625	-4.28534	-3.1765	-3.90315	-4.0137	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-3.16037	-3.62418	-2.89402	-3.96246	-4.51288	-3.49615	-4.54925	-3.162	-3.99791
RNA: Agilent Human miRNA (V2)	hsa-miR-625	hsa-mir-625	MI0003639	-1.126	-1.58877	-3.18344	-3.80239	-3.41228	-3.63916	-2.90281	-2.81096	-2.5418	-2.47051	-1.92699	-0.09528	-0.93927	-2.19714	-2.26788	-3.93634	-0.56529	-2.50895	-1.41288	-3.16745	-1.37984	0.72221	-1.286	-1.94307	-3.1716	-1.23582	-3.33834	-1.83303	-2.24558	-2.5017	-2.83865	-4.19574	-2.17201	-2.62815	-1.18539	-3.2125	-1.96454	-0.44337	-3.51137	-1.97732	0.6884	-2.92551	-2.42559	-3.12347	-0.48805	-2.18716	-0.57363	-2.33706	0.39802	-1.0131	-1.15345	-1.99529	-0.97218	-2.89402	-3.96246	-4.51288	-2.41166	-2.8201	-1.99401	-3.62081
RNA: Agilent Human miRNA (V2)	hsa-miR-629	hsa-mir-629	MI0003643	-3.1075	-3.4446	-3.80443	-3.80239	-3.41228	-3.63916	-3.09348	-3.86184	-4.30556	-3.40394	-3.20248	-3.64656	-3.61457	-3.17529	-3.45342	-4.11624	-3.68703	-2.2515	-2.91883	-3.16745	-1.37984	-3.20055	-2.90483	-1.69832	-3.48838	-3.34473	-2.7568	-3.67336	-2.60742	-3.21253	-3.36034	-3.96571	-3.22795	-3.53174	-2.88812	-2.77769	-3.48426	-2.72571	-4.37408	-3.55226	-3.41375	-2.17113	-3.90315	-2.01908	-3.0705	-3.45364	-3.7852	-3.66053	-3.04477	-3.92938	-3.36612	-3.04534	-3.62418	-2.89402	-3.70133	-4.06939	-3.49615	-4.3268	-3.162	-3.31404
